#####################################################################
# Alchemist log file - simulation started at: 2024-01-16T14:06+0000 #
#####################################################################
#
# random = 4.0
#
# The columns have the following meaning: 
# time angle[mean] angle[std] 
0.0 168.4552555840303 102.41706403143986
0.0 168.4552555840303 102.41706403143986
1.0 168.4552555840303 102.41706403143986
2.0 168.4766782608174 102.4208689346644
3.0 168.49755452164632 102.4069469565199
4.0 168.52168147265908 102.40024593526759
5.0 168.57280910655768 102.38834455004611
6.0 168.62791241397903 102.38493018580103
7.0 168.6657519183594 102.38491093095072
8.0 168.71832608798505 102.37011984173566
9.0 168.77170263833472 102.35594074114691
10.0 168.81814040900434 102.3447876965871
11.0 168.8678040955471 102.3395495193514
12.0 168.91840994522485 102.32832394536985
13.0 168.96970354734967 102.31215138117264
14.0 169.02452179520242 102.3008138469435
15.0 169.07657973864633 102.29194197237513
16.0 169.1319991438847 102.27974604461176
17.0 169.18593262167977 102.26545718897464
18.0 169.24086045703635 102.25124345739036
19.0 169.2904089457269 102.24236416008434
20.0 169.34426668296848 102.23434561230636
21.0 169.39982409030657 102.2264026612087
22.0 169.45258019769548 102.22640734343976
23.0 169.51019348764348 102.21277805300214
24.0 169.56628679308335 102.1985396220216
25.0 169.6246214011027 102.18759709815265
26.0 169.67252314645398 102.18056259011252
27.0 169.72532306562115 102.17552620740837
28.0 169.78262630287904 102.16348701385047
29.0 169.84223415335575 102.15304445163716
30.0 169.89850603273212 102.14566582969556
31.0 169.95368008987788 102.14112456780471
32.0 170.0154320551151 102.1311224843986
33.0 170.07520679801513 102.11975760333307
34.0 170.1347005393643 102.10846316408393
35.0 170.1923382147995 102.1001981395364
36.0 170.25241977905912 102.0885323250285
37.0 170.3120548932316 102.08144121229786
38.0 170.37343315860213 102.07548833008035
39.0 170.43458470681517 102.06851658232067
40.0 170.49116625767502 102.05324605902338
41.0 170.54903293165103 102.04791039794054
42.0 170.61215019104344 102.03886293568863
43.0 170.67559764378868 102.0299539595726
44.0 170.73936702668564 102.02119115942517
45.0 170.80254031560665 102.0148952293452
46.0 170.86457015335046 102.00368113013572
47.0 170.91740861225557 101.99689561745278
48.0 170.9815500801526 101.9872916618074
49.0 171.0468233988498 101.97919095114166
50.0 171.10766593584776 101.97806499781463
51.0 171.1687151235282 101.97290969681687
52.0 171.23165218201675 101.96221412147524
53.0 171.30005957716494 101.95664198414332
54.0 171.3609628565487 101.95580320165897
55.0 171.4146233220815 101.95275751956306
56.0 171.47145189383752 101.96124481747466
57.0 171.53418906403928 101.96691108537279
58.0 171.59387947953303 101.97135801522997
59.0 171.65357822961627 101.97590408572962
60.0 171.71496094403722 101.98106390475861
61.0 171.7761232061928 101.98612253080107
62.0 171.83722342455243 101.99159856750948
63.0 171.89720803481023 101.99513029294125
64.0 171.95308061304922 102.01281296129234
65.0 172.0148368466622 102.01849925830332
66.0 172.07744744496947 102.02492810551885
67.0 172.1448880267083 102.0247220304656
68.0 172.21144463799874 102.01109689050996
69.0 172.2838967734383 102.00553559786752
70.0 172.3534415544641 102.00367164435386
71.0 172.42731640765115 101.9933870873904
72.0 172.50361500696502 101.98928706869766
73.0 172.5786128610279 101.98534515093421
74.0 172.6532995377238 101.97796583686157
75.0 172.72707653950306 101.97749179877252
76.0 172.80235430195128 101.97306328429762
77.0 172.88036309296493 101.96990873856008
78.0 172.95798894140293 101.96749114431543
79.0 173.03559822235476 101.96539117106678
80.0 173.1085026182465 101.95725860320874
81.0 173.18688645337485 101.95596881810877
82.0 173.2681876167775 101.95510409253517
83.0 173.3500978131975 101.95439543313674
84.0 173.4167475698788 101.94161435780846
85.0 173.4951985126677 101.93879861203202
86.0 173.5757365120149 101.93896254877394
87.0 173.655075587533 101.93788348940474
88.0 173.73652324044642 101.93886196924268
89.0 173.81466606814726 101.94390303624513
90.0 173.89699390695583 101.94576578397049
91.0 173.96329502179609 101.92904723768856
92.0 174.04286827500758 101.93308588949553
93.0 174.12306896357924 101.93751489714003
94.0 174.20677420171705 101.94099481599952
95.0 174.28425224933832 101.9407975882277
96.0 174.36789249884032 101.94517449740657
97.0 174.45398854484054 101.95003922541211
98.0 174.5377588420711 101.9586463496938
99.0 174.62209398297045 101.96744538321082
100.0 174.7002006236088 101.97482437832001
