#####################################################################
# Alchemist log file - simulation started at: 2024-01-16T13:58+0000 #
#####################################################################
#
# random = 6.0
#
# The columns have the following meaning: 
# time deviation[mean] deviation [std] 
0.0 264.371182694933 151.93132255691845
0.0 264.371182694933 151.93132255691845
1.0 264.371182694933 151.93132255691845
2.0 264.20412744498265 152.007696697224
3.0 264.06829712313095 152.0510349229268
4.0 263.84291733509457 152.1436586578969
5.0 263.54436611268505 152.17986230538682
6.0 263.1304906340842 152.10480278299443
7.0 262.6017485007555 151.92902657200946
8.0 262.01287094311715 151.73557854017457
9.0 261.43876423497306 151.5464339147552
10.0 260.8988667313093 151.38128934074916
11.0 260.32767300008317 151.1739732430507
12.0 259.8185054803328 151.00785867635682
13.0 259.25941685588236 150.85472068164222
14.0 258.70051570323875 150.70826610607665
15.0 258.1065961143409 150.5385303254464
16.0 257.5250200017985 150.34818986432165
17.0 256.9514738044669 150.17438721038164
18.0 256.3880233529821 149.9728900167417
19.0 255.85219009142338 149.78213316049795
20.0 255.31771698563318 149.6420723039842
21.0 254.74590765779587 149.46096998525158
22.0 254.1674105397611 149.2728870176786
23.0 253.60493222043115 149.0946396237996
24.0 253.01268347087625 148.89447882761144
25.0 252.41396940774004 148.69989756700429
26.0 251.86103383560683 148.5046282582769
27.0 251.29410923888312 148.32327118199345
28.0 250.72633665478705 148.16778943217716
29.0 250.14888062190502 147.95456190993042
30.0 249.5777004611834 147.7565196259808
31.0 248.9825244594493 147.5100742801423
32.0 248.43529347697066 147.33468170820527
33.0 247.84824896949206 147.1276777736983
34.0 247.2713614427555 146.94465865565755
35.0 246.69203237114633 146.74630824757082
36.0 246.10995468902797 146.5578639524096
37.0 245.5506380984515 146.36928506439887
38.0 244.98274624064064 146.1474725214918
39.0 244.41137227293316 145.9268810017788
40.0 243.83361587423113 145.715104528716
41.0 243.27044898005803 145.51857588091005
42.0 242.6906706979967 145.33667369549408
43.0 242.09810369646667 145.13829815468193
44.0 241.5080643751069 144.9370802590523
45.0 240.9366364608793 144.7201303752073
46.0 240.37714395826433 144.55818569232892
47.0 239.81815002702805 144.3355296217179
48.0 239.2314596580438 144.1338506301152
49.0 238.63927390974345 143.93727967297792
50.0 238.07846479124444 143.75475657194315
51.0 237.49954423970357 143.54513711798873
52.0 236.92413229473001 143.33730711762192
53.0 236.36433484513375 143.14671897885572
54.0 235.81115395935092 142.960023264522
55.0 235.2328861057545 142.75479805729228
56.0 234.64494989942781 142.55806908084585
57.0 234.05776292527278 142.36139510180635
58.0 233.46608603711067 142.1676128541122
59.0 232.89353674795845 141.99678317249794
60.0 232.33048825742495 141.82863431329713
61.0 231.74064412121314 141.63724219276114
62.0 231.15523168426162 141.4448578081244
63.0 230.57829044711875 141.27181738197376
64.0 230.00155186397262 141.07091687350098
65.0 229.44175355316736 140.9006939981408
66.0 228.8780214921126 140.72517899089837
67.0 228.3003204098557 140.52528372279602
68.0 227.75594122260713 140.31626105822323
69.0 227.18101332312753 140.15105277721477
70.0 226.59731460064768 139.9582180189435
71.0 226.02421277866208 139.7672482028844
72.0 225.4321294265485 139.58012970010995
73.0 224.83953101309612 139.39428836898648
74.0 224.28566000444133 139.19069866833178
75.0 223.72657646360096 139.01539077442058
76.0 223.15433502818337 138.84489748512257
77.0 222.5701422751121 138.66306117053816
78.0 221.97868567674297 138.47765756823702
79.0 221.38654163098576 138.29376768234246
80.0 220.81976134060824 138.13066038443603
81.0 220.26315585235022 137.9663700908371
82.0 219.66934058910252 137.7831944710149
83.0 219.11185119919662 137.60160473351422
84.0 218.5489578263342 137.41039324144614
85.0 217.96513609848117 137.23158042323485
86.0 217.3858046140956 137.0686982500882
87.0 216.80898850885214 136.90843220421448
88.0 216.21686098502937 136.7287350556291
89.0 215.68085996042643 136.59313335194113
90.0 215.10151846867245 136.4322536955495
91.0 214.5517854728703 136.26670417819437
92.0 213.97624510934375 136.1104432598793
93.0 213.3870138478338 135.93447403247606
94.0 212.80806603836945 135.76384334256915
95.0 212.24724276268557 135.58904379054917
96.0 211.66087724416897 135.4152576833005
97.0 211.07377412905066 135.24166365586834
98.0 210.53394570390105 135.0833905498703
99.0 209.94090917197772 134.91002860213754
100.0 209.38378056677035 134.75190902968413
101.0 208.81603598306137 134.61316880423212
102.0 208.225915597459 134.43868859953918
103.0 207.66810637327828 134.30664460720942
104.0 207.10188984516785 134.13561926516138
105.0 206.56962174197417 134.03469227050124
106.0 206.0084636462785 133.8998323365653
107.0 205.43746781946018 133.70412412169628
108.0 204.87271252066526 133.53167510515786
109.0 204.32496208216608 133.37176822925554
110.0 203.7804548051835 133.24227884717743
111.0 203.18844642185582 133.07359313793964
112.0 202.63101527708554 132.89736578597297
113.0 202.05792225304253 132.728074093358
114.0 201.49818349374496 132.56956506680442
115.0 200.952247364695 132.4053075946311
116.0 200.40761573699672 132.28200158349372
117.0 199.84422328691164 132.15755214920674
118.0 199.25586685660596 131.99069223436052
119.0 198.67847544840188 131.81720164954325
120.0 198.1039942762936 131.67583123080828
121.0 197.51241688746458 131.51166631591693
122.0 196.92719075329092 131.34355260156295
123.0 196.34546552596774 131.1962053177428
124.0 195.789111600766 131.07620732570575
125.0 195.21497565713128 130.93927720760786
126.0 194.6316045828387 130.78439555570182
127.0 194.05571016000545 130.62631848414273
128.0 193.48452815695475 130.48929769249813
