#####################################################################
# Alchemist log file - simulation started at: 2024-01-16T14:05+0000 #
#####################################################################
#
# random = 1.0
#
# The columns have the following meaning: 
# time angle[mean] angle[std] 
0.0 191.47534055281426 103.70858004633592
0.0 191.47534055281426 103.70858004633592
1.0 191.47534055281426 103.70858004633592
2.0 191.4825857546448 103.71018130578798
3.0 191.48879453361636 103.72075486316793
4.0 191.50573291494868 103.73023741856689
5.0 191.5462368874859 103.73244601685437
6.0 191.58846824980932 103.72116018673408
7.0 184.12200897411978 104.30106749303768
8.0 184.15892838663513 104.28716213922151
9.0 184.19721969016825 104.27403643656741
10.0 184.2280549363148 104.26557643851659
11.0 184.25927312267495 104.27010363331219
12.0 184.29539895834037 104.26176692886675
13.0 184.33153355889627 104.24752809422554
14.0 184.37078822591238 104.23669721624755
15.0 184.40656520127254 104.2292093259779
16.0 184.44636733669634 104.21814545599634
17.0 176.9845008442761 104.25546640528952
18.0 177.0265308289811 104.23468934743647
19.0 177.0607870778489 104.22080567802107
20.0 177.10075707109903 104.20586493175182
21.0 177.13956131142308 104.18601576097625
22.0 177.17721053778635 104.17213243398953
23.0 177.2200168195807 104.15260585867284
24.0 177.2597100058052 104.13289105220886
25.0 177.301205501925 104.11574123288423
26.0 177.33466068006268 104.09748996841317
27.0 177.37064283275188 104.08699248539195
28.0 169.9111247200517 103.61062221563726
29.0 169.9543010198831 103.59171671275176
30.0 169.9932821678695 103.57579982385994
31.0 170.0302591906748 103.5631286214427
32.0 170.0753954129469 103.5446398212998
33.0 170.11702693270175 103.52515529804866
34.0 170.15939791998736 103.50534204661629
35.0 170.19547404190777 103.49733579291336
36.0 170.2371837933602 103.47807416312003
37.0 170.27815635699298 103.46261931125827
38.0 170.32093365664943 103.44888423445687
39.0 170.36357677682489 103.43438819680507
40.0 170.40199662772113 103.41124944451174
41.0 170.44129960144264 103.39791587790657
42.0 170.48540323051134 103.38035850277477
43.0 170.52946109344035 103.3630383821033
44.0 170.57373533891638 103.3458696484195
45.0 170.61733353461872 103.33137295456832
46.0 170.6602838350623 103.31242703901735
47.0 170.69513919405702 103.29799929890511
48.0 170.73189852934834 103.29103235874877
49.0 170.7773839706174 103.27502044862244
50.0 170.81939531922922 103.26506729730433
51.0 170.86220156110082 103.25266369737743
52.0 170.9082828630185 103.23567038636104
53.0 170.95765068966838 103.22215012183177
54.0 171.00037219294623 103.21236921181006
55.0 171.04075054353976 103.18995470601688
56.0 171.08389258539844 103.17776631660706
57.0 171.1336812817982 103.16204292373853
58.0 171.18365768172063 103.1465831493193
59.0 171.23394960618077 103.131401399619
60.0 171.28387156267993 103.11687539650332
61.0 171.3371381586342 103.10166064934307
62.0 171.3865098605609 103.08721432793271
63.0 171.43363180563878 103.07187822575432
64.0 171.47593680636055 103.07036656890465
65.0 171.52778077085713 103.05587567682532
66.0 171.5776603311541 103.04350527145614
67.0 171.62449594062778 103.03700270260266
68.0 171.67103739538462 103.02017799332116
69.0 171.72241392403745 103.00720173318086
70.0 171.76969477833336 102.99746932949412
71.0 171.82013781910754 102.98110816196767
72.0 171.87400619338464 102.96996703606933
73.0 171.92509981979072 102.95911441204515
74.0 171.97800040073636 102.94600204193227
75.0 172.02749786754353 102.93885461850196
76.0 172.0784495993821 102.92785312438211
77.0 172.1325006277314 102.91788567217745
78.0 172.18550842192758 102.90890945635371
79.0 172.2381526991014 102.90030249968409
80.0 172.28693079560415 102.8869519423031
81.0 172.34050208088843 102.87955819772301
82.0 172.3976387109973 102.87218203519754
83.0 172.4553717871972 102.86498085463877
84.0 172.49759649075216 102.84737051753356
85.0 172.55028717391897 102.83899054087239
86.0 172.60489851624223 102.83306434355461
87.0 172.6582970017711 102.8265755824965
88.0 172.71311195344802 102.8217484881227
89.0 172.76444223812254 102.82140930681462
90.0 172.82006499490652 102.8175110806935
91.0 172.8613929982258 102.79693199958525
92.0 172.9171025643317 102.7938279971933
93.0 172.97299546446686 102.7914406514152
94.0 173.03210673062517 102.7882850388817
95.0 173.08546579378188 102.78245224590933
96.0 173.14085711462852 102.7816529743353
97.0 173.1988111897372 102.78158945562254
98.0 173.25517284570182 102.78520710062504
99.0 173.31070222738938 102.79028538692295
100.0 173.36458740960438 102.79280271080609
101.0 173.42152650348677 102.79379841552431
102.0 173.4797338601437 102.79756110680125
103.0 173.5229892521792 102.81192086835438
104.0 173.5822235242522 102.81579410544951
105.0 173.6404892474449 102.81805630805675
106.0 173.69723683242478 102.8254056250273
107.0 173.73958515601547 102.8509308333912
108.0 173.7792012827251 102.87090704188019
109.0 173.8368112084405 102.88439936076004
110.0 173.87569799515174 102.90691516831659
111.0 173.93187246627772 102.91725112468396
112.0 173.9829239465183 102.93625692630222
113.0 174.03712280251034 102.93840198700491
114.0 174.0792300663222 102.92541681455977
115.0 174.12148474738686 102.958038191523
116.0 174.1788441401412 102.9672432452935
117.0 174.23983273329472 102.97694477307626
118.0 174.30061612456245 102.99449796059663
119.0 174.35975163194757 103.0110097712573
120.0 174.40442822439044 103.02989591962543
121.0 174.4766462117515 103.04722042504045
122.0 174.52056161412108 103.07411314400021
123.0 174.56597377249952 103.10545365077454
124.0 174.61680245177521 103.13811082701773
125.0 174.6768811274434 103.1584204556922
126.0 174.73979166315056 103.1795241825631
127.0 174.79765613976943 103.1995177911125
128.0 174.85725335894776 103.22386400164088
129.0 174.91004655061417 103.24601115211226
130.0 174.96720455216317 103.26977377102487
131.0 175.02442964466366 103.30075883326556
132.0 175.0792043804272 103.33231169683279
133.0 175.111944764525 103.36254550120601
134.0 175.1667332116133 103.38422815038265
135.0 175.2040968244954 103.37965647930208
136.0 175.2620457201684 103.40504054685707
137.0 175.30498611636838 103.44982120998787
138.0 175.35879516858472 103.47789195328791
139.0 175.40832558926732 103.51814554967537
140.0 175.4554307560235 103.55375639028975
141.0 175.5108865053103 103.59027739194318
142.0 175.56654134872255 103.626333263368
143.0 175.5975268325718 103.6262739700741
144.0 175.65704248867624 103.66658327643644
145.0 175.70984517391614 103.70608308029782
146.0 175.75782004044592 103.75055784797387
147.0 175.80022578195857 103.79711901079371
148.0 175.84719656801676 103.84200276573289
149.0 175.89127154636947 103.89114142631794
150.0 175.92337620518788 103.92933664436796
151.0 175.94660245671014 103.98409096499348
152.0 175.99147787172566 104.03429300209302
153.0 176.03264748639097 104.08583095914861
154.0 176.04975439453017 104.0956892879439
155.0 176.09032341948804 104.15024163659211
156.0 176.12515958611263 104.20305284965104
157.0 176.13898330702898 104.22464784392751
158.0 176.1738847582726 104.28330489362041
159.0 176.1937897230795 104.35378011082176
160.0 176.21227645641474 104.42119158113704
161.0 176.24671314482427 104.48449665180836
162.0 168.78186591022737 103.98379549259366
163.0 168.81240966239974 103.97889664405945
164.0 168.83211172620443 103.98584851001822
165.0 168.85612870943748 103.99587710419435
166.0 168.8814922496551 103.99298224681662
167.0 168.9104115813229 103.9952164197863
