#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T14:59+0000 #
#####################################################################
#
# random = 14.0
#
# The columns have the following meaning: 
# time deviation[mean] deviation[std]
0.0 263.3557838339475 150.15857911445897
0.0 263.3557838339475 150.15857911445897
1.0 263.3557838339475 150.15857911445897
2.0 263.18720280426146 150.22683726244082
3.0 263.0395914470079 150.26988521600236
4.0 262.84421625648184 150.39186717682117
5.0 262.6126890626843 150.4128730004755
6.0 262.2597048713355 150.33454271563343
7.0 261.85482670995896 150.16503827513247
8.0 261.39680441146794 150.00723677165402
9.0 260.94446588165266 149.83802826808954
10.0 260.5220082151187 149.68173872307008
11.0 260.0581825056806 149.50387962652766
12.0 259.64994919556915 149.35298342340303
13.0 259.22919583961453 149.23621544262483
14.0 258.79290986926327 149.10697845087606
15.0 258.33344383418563 148.94017790964696
16.0 257.87176354472695 148.77031384695155
17.0 257.42582800226756 148.62009687930112
18.0 256.98925848300183 148.43675934056438
19.0 256.56543210674397 148.27332020418027
20.0 256.1413471162688 148.14729480021262
21.0 255.68684929788284 148.0027149938753
22.0 255.2270514940105 147.83711331338895
23.0 254.77473803891363 147.67972318051088
24.0 254.3046549914499 147.50629727397506
25.0 253.82893520834043 147.33785358670067
26.0 253.38182817677566 147.17757234512922
27.0 252.92266588188974 147.01951563757174
28.0 252.4753739880617 146.88829040703243
29.0 252.01435950551027 146.70981462887542
30.0 251.5700187504782 146.52936864914557
31.0 251.0885204904263 146.33485506837224
32.0 250.65734270729558 146.1923232514086
33.0 250.1888170687058 146.02497188039567
34.0 249.72342339828495 145.87214050852035
35.0 249.25675927549034 145.710830040127
36.0 248.79319454786457 145.55327192156295
37.0 248.3587431563694 145.39616644815226
38.0 247.90544083089983 145.23682816650205
39.0 247.45174469111407 145.0709046444475
40.0 246.98534198898122 144.8988310189967
41.0 246.52575540374167 144.74108082580022
42.0 246.0606713189684 144.59283220496704
43.0 245.58646755921188 144.4299188710173
44.0 245.10461009369456 144.27814097332248
45.0 244.65757581006687 144.09914849287085
46.0 244.21516824209255 143.97413105953174
47.0 243.76462139074025 143.80801303739923
48.0 243.29294151693918 143.6438262131243
49.0 242.81722682481356 143.48457593411064
50.0 242.36445325042163 143.34034476791433
51.0 241.8808939235992 143.1916162983468
52.0 241.42882302610315 143.01154471925616
53.0 240.97203614930572 142.8389325306773
54.0 240.5185608662201 142.68947378236064
55.0 240.0529545180132 142.52405835934997
56.0 239.5794317263842 142.36486569763312
57.0 239.11152064830807 142.2032505761625
58.0 238.65704598506105 142.04745842036513
59.0 238.2179150309314 141.90820359555687
60.0 237.77573867937133 141.77979924990302
61.0 237.30289995230427 141.62966965698413
62.0 236.83078400745273 141.47393629328053
63.0 236.3641064445719 141.3328858004853
64.0 235.89444313804486 141.17432088552417
65.0 235.44357131175593 141.03216685062438
66.0 235.01178167890876 140.8753853289121
67.0 234.55007781195403 140.71179818735195
68.0 234.1238646461751 140.5354733190998
69.0 233.65922323449809 140.39868804177462
70.0 233.18779663954328 140.2451242708916
71.0 232.72737541021317 140.09184738714
72.0 232.25264051805314 139.94056249020196
73.0 231.77699421436344 139.79121867551143
74.0 231.3295047781718 139.63356675997608
75.0 230.88791376389085 139.4926038471856
76.0 230.43281298134153 139.36095020665988
77.0 229.96303250953454 139.21548162527424
78.0 229.4881060485183 139.0671500305357
79.0 229.01245979977077 138.92041224578094
80.0 228.5541898133586 138.78845242604032
81.0 228.11684786792466 138.66069845014934
82.0 227.669539252227 138.5072272011529
83.0 227.23229354994115 138.34398406158246
84.0 226.78728494520058 138.19246348669802
85.0 226.31834415619502 138.05057004740985
86.0 225.8535910509149 137.92062167142637
87.0 225.38788025970848 137.78908492853472
88.0 224.9146437664565 137.64906665679942
89.0 224.4987591220672 137.53330315875937
90.0 224.03990630797588 137.40471732598095
91.0 223.60146765994364 137.2775872970131
92.0 223.1391455767878 137.15417381693464
93.0 222.6664761097419 137.0124984175717
94.0 222.21132868726897 136.8664211106376
95.0 221.77347665028114 136.7223774724274
96.0 221.30529657265856 136.58400748329754
97.0 220.83187680512262 136.44650693128554
98.0 220.40745796575786 136.30495849843385
99.0 219.93202052111747 136.16656127595448
100.0 219.47857305602997 136.04333513723833
101.0 219.02158558283142 135.93235793990772
102.0 218.54572283387395 135.79609236103025
103.0 218.09445778382903 135.69110758458007
104.0 217.63121961565506 135.55635206258978
105.0 217.21367637115972 135.4592969446818
106.0 216.7821299031456 135.33903615716287
107.0 216.31809698968888 135.20123312438503
108.0 215.86388968130836 135.06492481631992
109.0 215.43888691323392 134.93790308674008
110.0 214.996846172016 134.83090266554746
111.0 214.52099636973887 134.69874057505595
112.0 214.066598063201 134.56490967956728
113.0 213.60477751340554 134.43109565968072
114.0 213.15006452938613 134.30605588393385
115.0 212.69809535567788 134.18617130427472
116.0 212.23901252650876 134.07130071031423
117.0 211.78238506407232 133.96865456858092
118.0 211.30948106152516 133.83814683224676
119.0 210.84136905280528 133.70539412662288
120.0 210.37574973233805 133.59405237077323
121.0 209.90080741764464 133.4656012394281
122.0 209.43113877030078 133.33482453624336
123.0 208.97911264698783 133.20714520897167
124.0 208.5368849433124 133.11826685690409
125.0 208.09478500612337 132.99915906172572
126.0 207.6538259781796 132.86619741149727
127.0 207.1992370475 132.74304700835827
128.0 206.74529885152802 132.64121790955014
129.0 206.28936307472802 132.52293672446396
130.0 205.85416290683318 132.45000773712601
131.0 205.4063710210177 132.32074670562736
132.0 204.95391567525812 132.1985453500519
133.0 204.5452381769346 132.0984979055292
134.0 204.10507905823087 131.9929607680988
135.0 203.66243644716351 131.88723282948828
136.0 203.2225286473613 131.7990446734325
137.0 202.77509407281124 131.65405479868565
138.0 202.33449358227008 131.50422714194306
139.0 201.89632278993858 131.40448575269374
140.0 201.4522293731161 131.29330241501654
141.0 201.02204050778195 131.13472730633592
142.0 200.58205705893192 131.0003818093081
143.0 200.1595945714115 130.8558473303887
144.0 199.70108616056163 130.72416924552712
145.0 199.22541318456058 130.60816720230045
146.0 198.7958634998242 130.49768848126152
147.0 198.34388993055597 130.40191387701566
148.0 197.88917287213147 130.30318950772158
149.0 197.44841024965046 130.16213046542828
150.0 196.9928439339229 130.04424698717042
151.0 196.53578120352702 129.94550844623154
152.0 196.06065148999565 129.83228254841063
153.0 195.6235784108267 129.75542591645655
154.0 195.18026616036616 129.65411467534784
155.0 194.71144230732727 129.5440259374548
156.0 194.3001513385432 129.4761294868996
157.0 193.87081466530367 129.35345434095026
158.0 193.41443747853518 129.26274533561678
159.0 192.94747802336917 129.16545098332168
160.0 192.49180192509505 129.0696835547061
161.0 192.0166879654777 128.9612093782073
162.0 191.5686255386244 128.82739686367708
163.0 191.09342585404443 128.7200231801521
164.0 190.62487307774327 128.60888798825584
165.0 190.18468749429255 128.4672005900462
166.0 189.7451598070727 128.39481379736847
167.0 189.28055777726297 128.30472631565289
168.0 188.8053293515086 128.2000453618726
169.0 188.3299827143417 128.09611184532415
170.0 187.88889890230107 127.96359414490493
171.0 187.4586091260418 127.8730338638579
172.0 187.01273379664926 127.80025146544219
173.0 186.56945449676493 127.65157394029843
174.0 186.16659582282105 127.46614651153759
175.0 185.7759534482835 127.33938503924361
176.0 185.37436507116237 127.19334465220592
177.0 184.98826828675627 127.03157938435649
178.0 184.59677896537428 126.89049699912847
179.0 184.19607597444292 126.77416038093095
180.0 183.7651356513177 126.61775950646664
181.0 183.3271311659811 126.4648125819684
182.0 182.90639008429483 126.29493652293796
183.0 182.4975911749757 126.14462329462496
184.0 182.0772099682799 125.9865462234469
185.0 181.67080261344654 125.86795524273299
186.0 181.25070037863938 125.7323250288144
187.0 180.83139487657192 125.58192185132225
188.0 180.3938584455143 125.45971638732198
189.0 179.9763895798386 125.29970122716966
190.0 179.55874161836132 125.16904176773996
191.0 179.15931163264528 125.01085351330507
192.0 178.75256365366565 124.8546269493587
193.0 178.33213099758265 124.70405862539202
194.0 177.89710718210594 124.55693902676622
195.0 177.45928877935157 124.41043507489623
196.0 177.04053062753576 124.28216865380635
197.0 176.62633784909733 124.15933430013983
198.0 176.20844563083165 124.01797841913688
199.0 175.78191795676983 123.87486357309393
200.0 175.35634438879063 123.73069640136221
201.0 174.96250107350443 123.59793958278243
202.0 174.5574858535136 123.43726541028916
203.0 174.14963201451465 123.28546224020027
204.0 173.7241756865518 123.16324834424258
205.0 173.34009614476858 123.04101629907223
206.0 172.95424843744934 122.87848603451752
207.0 172.52515260684152 122.73200554718993
208.0 172.09603638876035 122.59749673753775
209.0 171.6847236831876 122.49587750079652
210.0 171.25078726828465 122.36421690572284
211.0 170.84363396153205 122.25050492565244
212.0 170.41079759438412 122.10955979962186
213.0 169.97048315585243 121.97532717015207
214.0 169.53796806918848 121.86195355103246
215.0 169.1220975209602 121.74163527628491
216.0 168.70136078415416 121.59402066133013
217.0 168.284196609771 121.45819510052165
218.0 167.86772183721754 121.3255677233736
219.0 167.42753977991865 121.19634881746498
220.0 167.03611319395534 121.07432576514151
221.0 166.64477760187722 120.90442962450655
222.0 166.25068780869964 120.78493929735976
223.0 165.80990646861687 120.64410328578232
224.0 165.418612390348 120.49213547172351
225.0 165.0206174421215 120.35843739104725
226.0 164.61958756548327 120.2682635903885
227.0 164.2191706714535 120.13882122137308
228.0 163.7912187083167 120.0261465220056
229.0 163.3565844782405 119.89555765310917
230.0 162.93340542053457 119.74696544443702
231.0 162.50797936089918 119.60524790548867
232.0 162.09209182638594 119.48891228986996
233.0 161.68170934804715 119.35566713826879
234.0 161.26044409719302 119.20670716397294
235.0 160.83897637643955 119.05856281462114
236.0 160.45647271919074 118.93214439552717
237.0 160.08512101093282 118.78572110263785
238.0 159.69985143604026 118.62544479894137
239.0 159.28060071362862 118.47972752255316
240.0 158.87111416832872 118.34901251387372
241.0 158.46194244272746 118.23769027700459
242.0 158.1092656192425 118.09803548514955
243.0 157.71356434321999 117.93471653915651
244.0 157.3122429759372 117.78279814448437
245.0 156.89926566783336 117.64000652103002
246.0 156.49939933667966 117.47283290257496
247.0 156.1057109648638 117.32941168819238
248.0 155.71368668617635 117.18715723148017
249.0 155.3193854912762 117.01936946452821
250.0 154.92044277969381 116.86009859765818
251.0 154.52674982376394 116.69524759926537
252.0 154.1199942871029 116.53857239200315
253.0 153.74602636038927 116.39842796446437
254.0 153.3625022719259 116.27562678182827
255.0 152.969103550173 116.11721184412094
256.0 152.57781536053565 115.95462320744448
257.0 152.18575652325413 115.795553383824
258.0 151.80017117466988 115.65915633440314
259.0 151.39217222087808 115.5055917874772
260.0 151.00312779338037 115.36716007023324
261.0 150.61295656326965 115.23438306996529
262.0 150.22496793026323 115.06995574191487
263.0 149.84777292682557 114.92487086270494
264.0 149.49156230827356 114.78953528102942
265.0 149.0816160321803 114.63686973432586
266.0 148.69687591384601 114.48567059667673
267.0 148.28922836301737 114.33605144209487
268.0 147.88196408567205 114.18653678294925
269.0 147.5062256179304 114.0505626968527
270.0 147.11493598623207 113.90171930550501
271.0 146.7180148522996 113.77075349264585
272.0 146.38079253055017 113.6009683275524
273.0 145.9787276182458 113.45144278691377
274.0 145.5637016710542 113.28470129706395
275.0 145.1833682311504 113.16167124401419
276.0 144.78927587364424 113.01013066692995
277.0 144.3825488319284 112.86731241078628
278.0 144.00096129559074 112.74689148398454
279.0 143.59746258025015 112.60226258215255
280.0 143.21858530827558 112.46657153491802
281.0 142.81989091718665 112.34367467536681
282.0 142.4352077951622 112.19709903210817
283.0 142.0379092974533 112.06122035202509
284.0 141.64702525756607 111.92460268350835
285.0 141.2956423545087 111.79039155439592
286.0 140.9319065028367 111.66399849587879
287.0 140.54320538399054 111.51884028276287
288.0 140.1419093434456 111.37905559641302
289.0 139.73379550489494 111.2460527725232
290.0 139.34941973935886 111.10499585340925
291.0 138.93793385858189 110.97090676434472
292.0 138.5636291374881 110.87107509892788
293.0 138.183257750617 110.76778994950664
294.0 137.78999734181198 110.6417973729575
295.0 137.3868717462178 110.50763480589822
296.0 137.0086021586154 110.38505095392975
297.0 136.6580575324072 110.2727342004054
298.0 136.3058411371365 110.12534012894422
299.0 135.9151171384994 109.98367994849121
300.0 135.50655395929434 109.85417499461157
301.0 135.12123102887816 109.74460087625214
302.0 134.72623895300134 109.63331407610684
303.0 134.33325668056187 109.49969154725265
304.0 133.92418394056804 109.37328469316111
305.0 133.53439309766642 109.28437369410169
306.0 133.1375451852398 109.15174676435527
307.0 132.72451614369655 109.03336336075849
308.0 132.3406276115154 108.92879788674028
309.0 131.98715332871413 108.7801062417081
310.0 131.5928053537174 108.68176907104286
311.0 131.22201112028435 108.5710569947296
312.0 130.82326996061065 108.4499929195165
313.0 130.41803650943487 108.3300703253667
314.0 130.01892606069464 108.21951088981838
315.0 129.6346631287808 108.07918336866233
316.0 129.24021550491815 107.93741713863398
317.0 128.8345256489183 107.81851786395467
318.0 128.45497991080785 107.7035278260024
319.0 128.06090102682555 107.59353060056131
320.0 127.67798856825402 107.47727890016286
321.0 127.27070349759117 107.36122510824725
322.0 126.9037987472118 107.2520764037446
323.0 126.52925698390375 107.12990447011737
324.0 126.16534200408724 106.96349170415563
325.0 125.80022494190473 106.8172157812514
326.0 125.43128965180712 106.66043044828966
327.0 125.07117034394197 106.5247118251264
328.0 124.70800665578263 106.3929384752263
329.0 124.35791957543744 106.23895136828708
330.0 123.9649727056373 106.10404303070165
331.0 123.63967756228068 105.94194375777643
332.0 123.2933170037637 105.81805381726001
333.0 122.91683953017515 105.67180579638132
334.0 122.59176877903116 105.51214069072734
335.0 122.22716609923225 105.36750877995097
336.0 121.8851889881105 105.24627149750738
337.0 121.50921732107452 105.10163581199457
338.0 121.1631357841158 104.94364668190367
339.0 120.78914112640597 104.80076002071966
340.0 120.43511313305949 104.67169544577978
341.0 120.0588523428598 104.5298706967983
342.0 119.71044892884657 104.42037714933399
343.0 119.36355601052155 104.2583233028495
344.0 119.0168069216813 104.09495907130074
345.0 118.67546282559191 103.96943551718665
346.0 118.2999993956824 103.82960808597295
347.0 117.94062902193001 103.69723098961376
348.0 117.57806822175155 103.5533149953552
349.0 117.20430871528993 103.4134769945408
350.0 116.84034445348446 103.27839829294554
351.0 116.48316289165321 103.15284157708105
352.0 116.12573951427633 102.99671191726245
353.0 115.77778779346959 102.84570365645905
354.0 115.42036441609376 102.69076648756425
355.0 115.11128353365847 102.55341888014344
356.0 114.77051635993178 102.38931951975938
357.0 114.41361705041088 102.23539009519148
358.0 114.07343023392936 102.08841745959485
359.0 113.74678345628071 101.96450711311759
360.0 113.39300706718632 101.82819478909063
361.0 113.06034346516434 101.67088805609438
362.0 112.70344415564351 101.51992042056811
363.0 112.38069022437024 101.35800118682045
364.0 112.02379091484936 101.20812204679507
365.0 111.6792818305501 101.06075298443504
366.0 111.35116894417007 100.92607440910886
367.0 111.0254531558705 100.80168505453923
368.0 110.67511605127551 100.64524775719445
369.0 110.34396293958928 100.52976228839358
370.0 109.98879944184898 100.38448013788478
371.0 109.68491403885588 100.26369265459195
372.0 109.349100847824 100.1010045505369
373.0 109.00090608300751 99.95903015174292
374.0 108.66655101340376 99.80535940903454
375.0 108.31297306940996 99.66153779978585
376.0 107.9974401012111 99.51847108675864
377.0 107.6590570227878 99.41040420324327
378.0 107.31198913661414 99.27025082587524
379.0 106.9970316569282 99.13365603832881
380.0 106.65449167236068 99.0101037845118
381.0 106.30507884843503 98.88753234491381
382.0 105.99012133718641 98.77539067608501
383.0 105.63309759433274 98.63711639415942
384.0 105.2840557935096 98.51736449150195
385.0 104.98453401727492 98.3850771889991
386.0 104.67279228148834 98.25004081796305
387.0 104.33194219773533 98.10523190202925
388.0 104.01258133327069 97.955121089568
389.0 103.67636633639565 97.7970772647942
390.0 103.36367254235488 97.65401230850128
391.0 103.04333878641057 97.51780877488099
392.0 102.71552159078112 97.4128751019821
393.0 102.3785706608918 97.28975373900565
394.0 102.04542753631421 97.14004071522642
395.0 101.70418235504557 97.00181498870437
396.0 101.37863985139569 96.85290727769193
397.0 101.02964039516887 96.74334237649936
398.0 100.68375470741186 96.63324761261623
399.0 100.33734102604852 96.50875435712551
400.0 100.01789953999695 96.3429680231031
401.0 99.67654099961673 96.1996925797642
402.0 99.35600644095696 96.06027223219513
403.0 99.06824792364635 95.9348057731114
404.0 98.73865127881389 95.79112603355955
405.0 98.41215786690772 95.64044861217485
406.0 98.07973415016248 95.50646218249426
407.0 97.76670559858691 95.36441209875132
408.0 97.45934113967716 95.25992586968914
409.0 97.11771760946498 95.12180722653038
410.0 96.79318485258501 94.96954931373976
411.0 96.48767401314512 94.85088376594604
412.0 96.15360410928781 94.70717874095442
413.0 95.82858946843214 94.58221035636382
414.0 95.49475296745955 94.43968168670463
415.0 95.17290641403878 94.30074763802979
416.0 94.8485954619373 94.17623508486
417.0 94.54121745442784 94.03340082378065
418.0 94.19963230306377 93.91117167847489
419.0 93.89011703074918 93.74919437846955
420.0 93.58909723947023 93.6047603470458
421.0 93.29469082254171 93.51300282481793
422.0 92.96061948141158 93.37607204822396
423.0 92.64229561445647 93.25504060813984
424.0 92.32085787291196 93.13133885015
425.0 92.03563452246112 92.97565360279829
426.0 91.74160141209241 92.86177518254885
427.0 91.41890507741142 92.72000191461944
428.0 91.15340483047538 92.60917511262996
429.0 90.87220322832071 92.47343714325022
430.0 90.6124252701648 92.31246095569537
431.0 90.32784919499532 92.18239041855482
432.0 90.01786166162253 92.02841288409289
433.0 89.70775042582966 91.87495653982148
434.0 89.40982144963101 91.7146313913228
435.0 89.09290155082778 91.55638626836733
436.0 88.77171569885674 91.40747936200417
437.0 88.46293179264343 91.25551752233677
438.0 88.17271021031836 91.10233020714111
439.0 87.86764654966252 90.96293589445179
440.0 87.56515694148334 90.81937982861477
441.0 87.25513648300561 90.67160023372914
442.0 86.95724682320538 90.52732648581403
443.0 86.65704036160734 90.39896351508314
444.0 86.36779304018738 90.2375642990864
445.0 86.06669307201571 90.10945594204463
