#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T14:55+0000 #
#####################################################################
#
# random = 9.0
#
# The columns have the following meaning: 
# time distance[mean] distance[std] 
0.0 405.0576567913916 137.1657835597343
0.0 405.0576567913916 137.1657835597343
1.0 405.0576567913916 137.1657835597343
2.0 404.9621065364131 137.31438063789108
3.0 404.9234873230541 137.367381551012
4.0 404.7491814696784 137.6116349362872
5.0 404.4882079729385 137.9054466908076
6.0 404.1444841778645 138.1601515701681
7.0 403.8158047169996 138.4015768299682
8.0 403.1881788150177 138.61647185892267
9.0 402.3540158055248 138.69695327426345
10.0 401.5030621921731 138.6854941864384
11.0 400.56661415083096 138.60560478106044
12.0 399.6933726109102 138.57757157470667
13.0 398.7788994010486 138.5903176321602
14.0 397.8440491478359 138.58888182309207
15.0 396.8882189717647 138.54921216608227
16.0 395.93261746808645 138.51188587577477
17.0 394.9980090870351 138.48509999461407
18.0 394.0843778549932 138.44049013710003
19.0 393.21191684580816 138.41064235802273
20.0 392.33940608980714 138.41070931685658
21.0 391.40614623973016 138.40221073506663
22.0 390.45234572229447 138.36580804741618
23.0 389.5396437944932 138.3237133127758
24.0 388.5858575240643 138.28412620926775
25.0 387.61223581922064 138.25484124341156
26.0 386.7201302940478 138.2098319974304
27.0 385.7870629580016 138.16555577764416
28.0 384.8558918248323 138.18221324295575
29.0 383.90419126543344 138.12183748327118
30.0 382.9726359823396 138.08508709967532
31.0 382.0394577062967 138.0285494452408
32.0 381.12946702982913 138.00932029410913
33.0 380.1785112223059 137.9880667833207
34.0 379.22813179617583 137.96222706251964
35.0 378.27733863686586 137.91686603279942
36.0 377.3276607924793 137.91951574935885
37.0 376.3988099890805 137.90530451734105
38.0 375.46991780935855 137.86711041653865
39.0 374.54164404681995 137.8114960433688
40.0 373.5912922821089 137.7400828055016
41.0 372.6828862238195 137.70694442839184
42.0 371.73494351441985 137.70480556878815
43.0 370.76671996923864 137.6677461673293
44.0 369.7988548070928 137.6301682804085
45.0 368.87252593637385 137.58385176999462
46.0 367.9476266829038 137.5765864412992
47.0 367.0594957380197 137.47243573786744
48.0 366.11305279785574 137.44385892601207
49.0 365.1466778862248 137.40376861130164
50.0 364.23596360999517 137.3185250121875
51.0 363.29095477705914 137.22962120381155
52.0 362.3664474304164 137.2080015452724
53.0 361.4563213375907 137.15888511633267
54.0 360.5729156281997 137.0881449387488
55.0 359.62691207861957 137.01048487257512
56.0 358.67257053381263 136.92481597603052
57.0 357.72966158248215 136.86770418494172
58.0 356.7669096997999 136.8228633782018
59.0 355.82530219731456 136.7993411488982
60.0 354.90468699767604 136.75113891037455
61.0 353.9433397431185 136.70422947948273
62.0 353.0032593542583 136.6271914181721
63.0 352.063697239604 136.5891139756182
64.0 351.1566476310226 136.47440024114985
65.0 350.2383562227456 136.41948003059642
66.0 349.32100423428915 136.39821986002235
67.0 348.39521150272907 136.29653275643705
68.0 347.5169872368733 136.2577373321739
69.0 346.5801055479156 136.2172728945961
70.0 345.6375021708183 136.1383873822285
71.0 344.7432476361441 136.0825201686023
72.0 343.8007862500097 136.00228342019534
73.0 342.84516193122613 135.94707057319766
74.0 341.952176909753 135.88371801924322
75.0 341.0393328197685 135.85909500748267
76.0 340.1267694859435 135.84977101479717
77.0 339.1912632903994 135.81825986659473
78.0 338.2562779392543 135.76931072340847
79.0 337.3050918316663 135.70829959313843
80.0 336.39515142871807 135.64812198008778
81.0 335.48583288011815 135.62381451104312
82.0 334.5484333879684 135.53721200072044
83.0 333.64058279636413 135.4479308410974
84.0 332.7295448846575 135.3701534234924
85.0 331.8025854064742 135.3230401021383
86.0 330.8771308625963 135.28840709794477
87.0 329.95034184414055 135.2288643476402
88.0 329.00349750622587 135.1614030069671
89.0 328.11983383662334 135.1560697019173
90.0 327.1967788217307 135.11815056149322
91.0 326.3108633208537 135.03825929144725
92.0 325.3893623563556 134.98123255756582
93.0 324.44835552851157 134.90412163133797
94.0 323.52880738839934 134.8266331399426
95.0 322.64929081439925 134.74951301392952
96.0 321.6912289030293 134.68688903791457
97.0 320.77318133050176 134.58665335377734
98.0 319.91768095433264 134.56102980393717
99.0 319.0023091465843 134.48540909602423
100.0 318.1165953252641 134.38288470508252
101.0 317.22451928006757 134.35154068290072
102.0 316.2932419886699 134.26143068122065
103.0 315.3948822762914 134.21537122874827
104.0 314.4832450167425 134.1126987305574
105.0 313.6357446299269 134.08015777902014
106.0 312.74716932089854 134.01801044482315
107.0 311.8414061656842 133.90767417822363
108.0 310.975976327213 133.81145345786504
109.0 310.1133042602381 133.77849685794303
110.0 309.2515559931331 133.69594055399236
111.0 308.32699473673046 133.59509719140195
112.0 307.44281360777103 133.45903144200247
113.0 306.56339390441207 133.32892606750198
114.0 305.67684457484455 133.2098111071717
115.0 304.8099142636274 133.09087215366804
116.0 303.9337796372919 133.0066602470197
117.0 303.0590434506913 132.92767422458783
118.0 302.19315800086474 132.81626824387314
119.0 301.30720177797116 132.65848887453137
120.0 300.41727597388166 132.55080837014714
121.0 299.51271839258237 132.41984390219793
122.0 298.6266167087849 132.28035305489155
123.0 297.7430323642919 132.1871523448642
124.0 296.8808515988717 132.09603654305664
125.0 295.99938635019254 131.97515639934898
126.0 295.11925998797386 131.8617893921626
127.0 294.2379969098413 131.70923923365683
128.0 293.36036159136273 131.58160926671866
129.0 292.5020027973847 131.41908382390523
130.0 291.66804210566556 131.32334634484837
131.0 290.83084861618926 131.16518191020364
132.0 289.9577137329141 131.0119942181088
133.0 289.14212939489477 130.90797124839526
134.0 288.31170452122075 130.80599439212722
135.0 287.4690335811548 130.7063860134743
136.0 286.6600593804209 130.5730889937334
137.0 285.8053248562525 130.42436720466853
138.0 284.9594593137731 130.26275550643652
139.0 284.1925076018811 130.13740876987612
140.0 283.38961973131006 129.93561346815784
141.0 282.5493085651722 129.75192053328334
142.0 281.68958676863184 129.55979047558475
143.0 280.87548743570477 129.38626642517096
144.0 280.0386243153699 129.1597228520613
145.0 279.1827836069274 128.96321687530124
146.0 278.3883333915187 128.76917206360523
147.0 277.58127588040537 128.59252764062379
148.0 276.7500287776248 128.4007516545316
149.0 275.97507918943467 128.19168452436415
150.0 275.17768918831445 127.9643962579432
151.0 274.3793470560732 127.77602017710812
152.0 273.5333097458282 127.5683016374572
153.0 272.7304204445322 127.38581670168274
154.0 271.92665289929 127.21627956342456
155.0 271.0848365286658 127.00403373612784
156.0 270.3257624358543 126.82930662519507
157.0 269.5050807098955 126.63807090569709
158.0 268.68778377170696 126.43151435277036
159.0 267.86424081672277 126.247057249131
160.0 267.08775431875273 126.06697884914766
161.0 266.2545548388776 125.84620582126891
162.0 265.46376739763446 125.61062170794766
163.0 264.63344557021213 125.38694021228285
164.0 263.8046513717476 125.16179493106762
165.0 262.9952225368971 124.91744950159514
166.0 262.23164545008507 124.74212657065739
167.0 261.4278709326782 124.5492929111506
168.0 260.62284865927137 124.300982137457
169.0 259.81226057580125 124.05412541097229
170.0 259.03019446228296 123.81043649659071
171.0 258.27303548525947 123.58716396798913
172.0 257.53491094554835 123.40788335651919
173.0 256.7182968517939 123.17264054567728
174.0 255.9245063160555 122.93581587325308
175.0 255.169627980148 122.7284123770722
176.0 254.3726090172357 122.51602360528288
177.0 253.5832756764074 122.28515471178996
178.0 252.78327503304345 122.08004482347796
179.0 252.00065764868566 121.85776386988185
180.0 251.2227036535162 121.6221700043983
181.0 250.44018997389753 121.38716025010575
182.0 249.6405428728009 121.17463866401279
183.0 248.86535639858553 120.98904763671658
184.0 248.0534185141348 120.7883751384764
185.0 247.27988559838084 120.58393084972046
186.0 246.51875438054762 120.37595672713587
187.0 245.73955975926262 120.12229059245932
188.0 244.94998915442432 119.8997013786913
189.0 244.13959367297676 119.72048635716781
190.0 243.34334939519832 119.50500860487902
191.0 242.61245071589983 119.3361069513552
192.0 241.8185875483796 119.09580400450228
193.0 241.00840402449361 118.86885694496652
194.0 240.21958824878877 118.6438294534981
195.0 239.41201713295308 118.41513961856757
196.0 238.64489807463926 118.21309513769779
197.0 237.90533584875917 118.03252785412806
198.0 237.10856095706075 117.82765302912236
199.0 236.3240335468615 117.58306783893727
200.0 235.56192327445103 117.35800308161826
201.0 234.80445647871247 117.13024422206038
202.0 234.00602646238693 116.89515592972089
203.0 233.25009702180637 116.65376691360623
204.0 232.47507918528518 116.43596692431898
205.0 231.7254511133674 116.22028323114137
206.0 231.01834293971237 116.01563070099884
207.0 230.22780479680054 115.77445340936406
208.0 229.43914468102926 115.53189810689565
209.0 228.71421913312886 115.35316843662498
210.0 227.94583549240917 115.13521594002346
211.0 227.21860161024142 114.92122040864179
212.0 226.481326160756 114.67103423516743
213.0 225.7092221952872 114.41072955904836
214.0 224.95549727771527 114.16584203894186
215.0 224.22065399754993 113.89948021816132
216.0 223.46676941228387 113.62733721706626
217.0 222.72770419770802 113.38727096072301
218.0 222.03961875709504 113.14284757457271
219.0 221.27347262154444 112.87786275572566
220.0 220.55170737616615 112.64140375529423
221.0 219.7771262354075 112.3867346647504
222.0 219.10555349510537 112.13805017380324
223.0 218.33566650234027 111.92588824100703
224.0 217.62151206582826 111.69257467146484
225.0 216.896095362558 111.4326851269938
226.0 216.21632011842192 111.17884143923328
227.0 215.51277743577995 110.91164336017066
228.0 214.7745518522772 110.65177902377037
229.0 214.01827511984197 110.3779205164222
230.0 213.25086563162745 110.09533223102817
231.0 212.51795796155668 109.82587901421182
232.0 211.78812920968892 109.55041830858177
233.0 211.0604637568687 109.28092612850297
234.0 210.33541545009356 109.00280490658305
235.0 209.5730101376275 108.74639038661913
236.0 208.86414589224614 108.51753617840613
237.0 208.1423279569385 108.27392297623531
238.0 207.41620453629253 107.99168101934248
239.0 206.67556505911259 107.70631010522627
240.0 205.95674807541863 107.43252327775484
241.0 205.25888156046312 107.17184713784924
242.0 204.60564500805205 106.98748063437444
243.0 203.8786614908563 106.70192622156739
244.0 203.16928470497396 106.40988539582594
245.0 202.45560429961907 106.13319400248204
246.0 201.72068353020336 105.8481689516111
247.0 201.0312594738307 105.60959747613255
248.0 200.3658472273096 105.36489981053113
249.0 199.64232543364452 105.06990331898099
250.0 198.9589838999358 104.75699822212475
251.0 198.24885780018795 104.4560828116686
252.0 197.53120944111217 104.15836325318597
253.0 196.8692123286385 103.8840691636309
254.0 196.1897530437105 103.65243961927152
255.0 195.4898365036245 103.35787932844131
256.0 194.79203838009036 103.08587189907139
