#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T15:00+0000 #
#####################################################################
#
# random = 12.0
#
# The columns have the following meaning: 
# time deviation[mean] deviation[std]
0.0 262.0721704740719 151.20922380198633
0.0 262.0721704740719 151.20922380198633
1.0 262.0721704740719 151.20922380198633
2.0 261.8872395060163 151.2783704449766
3.0 261.73155017287644 151.32047267666687
4.0 261.5198603152875 151.40175589852802
5.0 261.2194406278685 151.42887269436403
6.0 260.820334659697 151.37167922763373
7.0 260.3372228738018 151.2022157540941
8.0 259.8006388470601 151.02882325187588
9.0 259.25986245489787 150.8332873189972
10.0 258.7557084530108 150.66000991884025
11.0 258.1851280826786 150.43794942402062
12.0 257.6855166692996 150.25661884489233
13.0 257.13931410076947 150.08851591768115
14.0 256.5854068194697 149.92387628275756
15.0 256.01237434306273 149.71934933887115
16.0 255.44114138836645 149.51404572446685
17.0 254.87904178946238 149.32466446493746
18.0 254.3275149279684 149.11202108474666
19.0 253.8026115787524 148.906939619281
20.0 253.27863839497243 148.75659220045716
21.0 252.70928395805444 148.57421793730728
22.0 252.13832027686047 148.37353629664796
23.0 251.59620929740473 148.18793763646866
24.0 251.01632419514874 147.97639309555922
25.0 250.4313479419137 147.77101352326238
26.0 249.88264063984275 147.5766576990107
27.0 249.32179744023924 147.3848179028258
28.0 248.7631898893287 147.21860619910643
29.0 248.19445060440273 146.99761760650316
30.0 247.63147394940646 146.7900242401553
31.0 247.0334809129648 146.55229428405192
32.0 246.48879947888076 146.37504695122865
33.0 245.90354845477808 146.16810083604466
34.0 245.33723207148634 145.98884950984746
35.0 244.75991786722935 145.78910107417215
36.0 244.18070884722076 145.60199496345655
37.0 243.62474783354375 145.41234494480076
38.0 243.05905876533612 145.19101944389837
39.0 242.4903247403447 144.97299279163585
40.0 241.91488474216726 144.76069803097283
41.0 241.3519932633578 144.56265699727342
42.0 240.7749996930281 144.3796929170986
43.0 240.1854546371037 144.18113729353453
44.0 239.59590958519982 143.98298472337572
45.0 239.02177465217292 143.77356229767412
46.0 238.46094749705296 143.61190860270528
47.0 237.90223954472296 143.3894071934319
48.0 237.31866689417697 143.18926082039852
49.0 236.7291218307541 142.99311602664278
50.0 236.1710518443474 142.807867325155
51.0 235.59749093520756 142.5974566460499
52.0 235.02408395267958 142.39043668373367
53.0 234.45439620793877 142.1799560977631
54.0 233.90248193114 141.993388558543
