#####################################################################
# Alchemist log file - simulation started at: 2023-03-03T08:05+0000 #
#####################################################################
#
# random = 5.0
#
# The columns have the following meaning: 
# time avgDistanceTeam[mean] minDistance[min] inDanger dangerTriggered 
0.0 NaN NaN 0.0 0.0
0.0 NaN NaN 0.0 0.0
1.0 NaN 28.665012923630243 1.0 1.0
2.0 NaN 26.658317838217613 1.0 1.0
3.0 63.080582008355904 24.65831783821756 1.0 1.0
4.0 58.952105197617016 22.65831783821751 1.0 1.0
5.0 57.129645393864365 20.65831783821746 1.0 1.0
6.0 55.378185374311 18.658317838217407 1.0 1.0
7.0 53.920191069471514 21.658317838217442 1.0 1.0
8.0 52.20003366685515 19.658317838217393 1.0 1.0
9.0 50.576456783951066 22.658317838217428 1.0 1.0
10.0 48.93009567152515 20.658317838217375 1.0 1.0
11.0 47.15737418235018 18.658317838217325 1.0 1.0
12.0 45.502974796621096 21.65831783821736 1.0 1.0
13.0 43.703764077184815 19.658317838217307 1.0 1.0
14.0 42.29196394487335 22.658317838217343 1.0 1.0
15.0 40.36810542923173 20.658317838217293 1.0 1.0
16.0 39.295202857249876 19.635062915506794 1.0 1.0
17.0 37.590417699540644 18.631564975499305 1.0 1.0
18.0 36.15061007935813 18.658317838217243 1.0 1.0
19.0 34.759601306200686 17.89160610460916 1.0 1.0
20.0 33.43936542345832 17.89160610460916 1.0 1.0
21.0 32.2386610134944 18.77627552464549 1.0 1.0
22.0 30.881114399396274 16.96532867272343 1.0 1.0
23.0 30.06343250336868 15.201849603573306 1.0 1.0
24.0 28.843477284107415 13.471885083526097 1.0 1.0
25.0 27.770577770879406 11.826276930449675 1.0 1.0
26.0 26.866523400700107 10.30543603491396 1.0 1.0
27.0 25.817140023474963 10.30543603491396 1.0 1.0
28.0 25.349627083627094 8.974487050760263 1.0 1.0
29.0 24.467713106469233 7.929679368468053 1.0 1.0
30.0 23.92817071273531 7.295081353155182 1.0 1.0
31.0 23.510207756681755 7.180286275162329 1.0 1.0
32.0 22.809207346071705 7.608861262619746 1.0 1.0
33.0 22.777327978824157 6.98715865187214 1.0 1.0
34.0 22.373596890380334 5.81156378591434 1.0 1.0
35.0 22.157405946263925 5.1699285535750485 1.0 1.0
36.0 22.235546595283758 5.261373286547003 1.0 1.0
37.0 22.406163341342822 6.052762713977022 1.0 1.0
38.0 22.653759107951252 6.208862236169929 1.0 1.0
39.0 23.130751080725226 5.177975207735437 1.0 1.0
40.0 23.236873323074715 4.803424219877775 1.0 1.0
41.0 23.57230313508857 5.228225437019121 1.0 1.0
42.0 23.935560969467826 6.2925192255947 1.0 1.0
43.0 24.386666486356045 7.736747067641791 1.0 1.0
44.0 24.964435582784827 6.697403099262699 1.0 1.0
45.0 25.668483657100005 6.00346803126298 1.0 1.0
46.0 26.463474062480955 5.559619161442566 1.0 1.0
47.0 27.205177744479553 3.1813743965258574 1.0 1.0
48.0 28.14496277657924 1.0904956663956396 1.0 1.0
49.0 29.18850028501518 0.9695364289842866 1.0 1.0
50.0 30.190961032729685 2.6839137870852072 1.0 1.0
51.0 31.37355188092473 3.3893468931698867 1.0 1.0
52.0 32.702184480140744 6.637486772394216 1.0 1.0
53.0 33.85874506765396 8.505322439475279 1.0 1.0
54.0 35.252488555345636 9.736723920914256 1.0 1.0
55.0 36.46745999690081 10.526302525735785 1.0 1.0
56.0 37.6094669289367 11.341434167736653 1.0 1.0
57.0 38.95288032484414 9.973070111716842 1.0 1.0
58.0 39.90177893012201 8.848509813823764 1.0 1.0
59.0 41.11530954857464 8.070323686039574 1.0 1.0
60.0 42.11470961164501 7.743650487306846 1.0 1.0
61.0 43.316887146438006 7.9245265689304105 1.0 1.0
62.0 44.432789124258576 8.58091602416669 1.0 1.0
63.0 45.443377011449144 9.615930443067775 1.0 1.0
64.0 46.405889211465436 10.922459281591982 1.0 1.0
65.0 47.18014429947294 12.4150761266354 1.0 1.0
66.0 47.90031500547663 14.034532899326218 1.0 1.0
67.0 48.36670672665416 15.741731549432163 1.0 1.0
68.0 48.816942977360384 17.511028257829583 1.0 1.0
69.0 49.09784388144451 19.32537474717178 1.0 1.0
70.0 49.4263609360222 21.17319313638695 1.0 1.0
71.0 49.58461091022761 23.04643369510481 1.0 1.0
72.0 49.749996120557775 24.939368567286948 1.0 1.0
73.0 49.9264943635977 26.847832370735226 1.0 1.0
74.0 50.0265977010992 28.76873479107512 1.0 1.0
75.0 50.10141237729504 30.699741040460484 1.0 1.0
76.0 50.2478942820713 32.32389901683355 1.0 1.0
77.0 50.32517888924532 31.717325044157775 1.0 1.0
78.0 50.44428850719479 31.227279232476583 1.0 1.0
79.0 50.433271362135294 30.85931348182213 1.0 1.0
80.0 50.26057717054533 30.617829591198575 1.0 1.0
81.0 50.21932649712117 30.505831396340948 1.0 1.0
82.0 50.08192061179225 30.505831396340948 1.0 1.0
83.0 49.83997140114765 30.5247442165907 1.0 1.0
84.0 49.836802712725294 30.67432590611563 2.0 2.0
85.0 49.79091235116487 30.952682114816888 2.0 2.0
86.0 49.87833926792345 31.356383567101837 2.0 2.0
87.0 50.06948128622052 31.356383567101837 2.0 2.0
88.0 50.15410339428062 31.356383567101837 2.0 2.0
89.0 50.215231498445405 31.356383567101837 2.0 2.0
90.0 50.34313855905675 31.356383567101837 2.0 2.0
91.0 50.38714692648157 29.622447799981096 2.0 2.0
92.0 50.31373368367619 27.92130182502988 2.0 2.0
93.0 50.258172589932514 26.260174452374734 2.0 2.0
94.0 50.138694319083235 26.54138597637295 2.0 2.0
95.0 50.01046149592056 26.799255657886487 2.0 2.0
96.0 49.97323560371628 27.034383865010632 2.0 2.0
97.0 49.84952303120413 27.247800978387613 2.0 2.0
98.0 49.851853429894 29.00176745311251 2.0 2.0
99.0 49.82231554980055 30.73380786340353 2.0 2.0
100.0 49.85896030654172 28.176619035331104 2.0 2.0
