#####################################################################
# Alchemist log file - simulation started at: 2024-01-16T14:03+0000 #
#####################################################################
#
# random = 2.0
#
# The columns have the following meaning: 
# time angle[mean] angle[std] 
0.0 191.2842683912072 102.9991012072116
0.0 191.2842683912072 102.9991012072116
1.0 191.2842683912072 102.9991012072116
2.0 191.3112167152386 102.99930384099632
3.0 191.32912388927093 102.99288533884942
4.0 191.35891091042959 102.9943908883115
5.0 191.4150988000753 102.9877566070491
6.0 191.48163343033866 102.97797547654845
7.0 191.52639660814293 102.9877471715683
8.0 191.59226649597898 102.98513086344776
9.0 184.15885336277393 103.555862333547
10.0 184.21802333946448 103.5509246983697
11.0 184.2790552444295 103.55264256154923
12.0 184.34119157346677 103.5464659800935
13.0 184.40586863347724 103.53661684828111
14.0 184.47409673574558 103.53183118793072
15.0 177.0394188790534 103.58609163970284
16.0 177.1078672468478 103.57930021663053
17.0 177.17547068391966 103.57125648533135
18.0 177.24000576591325 103.56386114658778
19.0 169.80401763162044 103.09192718505807
20.0 169.86729529869484 103.09243205050397
21.0 169.93609744067288 103.09110119556718
22.0 170.005961957258 103.09058618111207
23.0 170.07188841949989 103.08509215663892
24.0 170.14172999174417 103.079034043488
25.0 170.21363273128873 103.07588060069516
26.0 170.27436902812633 103.07579787143224
27.0 170.33804199334483 103.08530030241192
28.0 170.40926869301413 103.08173619248265
29.0 170.48033927439454 103.0777871750236
30.0 170.5495731887365 103.07814670724932
31.0 170.61781755555634 103.0819149381853
32.0 170.6912961513577 103.07994244084776
33.0 170.76468900202713 103.07648433472829
34.0 170.8374531557042 103.07265153280545
35.0 170.90850329295526 103.07210677686851
36.0 170.98204229378564 103.06804562239856
37.0 171.05538073747903 103.06819038318532
38.0 171.12934788087136 103.07026145566942
39.0 171.19660823183662 103.0679029197266
40.0 171.26587397529002 103.05908330749524
41.0 171.33624394452076 103.06196092481926
42.0 171.41296901293273 103.0604452343413
43.0 171.48610339869444 103.06638191111513
44.0 171.56409541904551 103.06599506522019
45.0 171.64079231837957 103.06649719189714
46.0 171.71559857320622 103.06204428892113
47.0 171.7804858457174 103.06269526693825
48.0 171.85425580967456 103.06811443794214
49.0 171.92925804471474 103.07558251248052
50.0 172.00262268142603 103.08328898749309
51.0 172.0782064775101 103.08645565388862
52.0 172.15743411612243 103.08470319599756
53.0 172.23916323323508 103.08579788813879
54.0 172.31133137352847 103.09268627240729
55.0 172.38513546313894 103.08470930848625
56.0 172.46098088136796 103.08815042230698
57.0 172.54300861387915 103.08775546439722
58.0 172.62486514337476 103.08754542420468
59.0 172.7064329447852 103.08701818464061
60.0 172.7889096612361 103.08747789753359
61.0 172.87179510929317 103.08761789745088
62.0 172.95383142395679 103.08817362850215
63.0 173.03699260599873 103.0857067939673
64.0 173.11352832661714 103.09689052010505
65.0 173.19377193445158 103.09726040906193
66.0 173.27843944033702 103.09818158959938
67.0 173.35817881381124 103.10626969366439
68.0 173.43783494580782 103.09926381013754
69.0 173.52256409591848 103.09906146512668
70.0 173.60345491050762 103.10303508794857
71.0 173.687493990023 103.09901358698924
72.0 173.77639344964686 103.10035643919268
73.0 173.85896764046504 103.11261843241705
74.0 173.93597496056353 103.12089970435662
75.0 174.0237618664091 103.1249643734927
76.0 174.11153404222273 103.1251128638965
77.0 174.20009448181682 103.12655619803418
78.0 174.28986679922932 103.127956866432
79.0 174.37976208025393 103.12941610469301
80.0 174.46459354911903 103.12424705808256
81.0 174.5545808896865 103.12564984242997
82.0 174.64759366454783 103.12734007665654
83.0 174.73978805199314 103.12901357643808
84.0 174.8215361208938 103.12127872833248
85.0 174.91226633432282 103.12054314766242
86.0 175.00474433268343 103.1224729784757
87.0 175.09604917133274 103.12246317712984
88.0 175.18971002369915 103.12440675420741
89.0 175.27967001914314 103.12996343093147
90.0 175.37388070872285 103.13217819068238
91.0 175.45601289828588 103.1192037476359
92.0 175.55073831256144 103.12163394845854
93.0 175.64664434286638 103.12393558422325
94.0 175.74001899398118 103.12715863235353
