#####################################################################
# Alchemist log file - simulation started at: 2023-03-03T08:05+0000 #
#####################################################################
#
# random = 49.0
#
# The columns have the following meaning: 
# time avgDistanceTeam[mean] minDistance[min] inDanger dangerTriggered 
0.0 NaN NaN 0.0 0.0
0.0 NaN NaN 0.0 0.0
1.0 NaN 26.582484957069724 1.0 1.0
2.0 NaN 26.52039848917989 1.0 1.0
3.0 62.72453776446426 24.520398489179914 1.0 1.0
4.0 58.653713097728435 22.520398489179932 1.0 1.0
5.0 57.411887371601296 20.520398489179954 1.0 1.0
6.0 55.63902122562451 18.520398489179975 1.0 1.0
7.0 53.726174837506974 21.520398489179946 1.0 1.0
8.0 53.36750569294018 19.520398489179964 1.0 1.0
9.0 52.16250946127042 22.520398489179932 1.0 1.0
10.0 50.464949869568606 20.520398489179954 1.0 1.0
11.0 48.66338210251121 18.520398489179975 1.0 1.0
12.0 47.013689778528885 20.63731206319507 1.0 1.0
13.0 45.11780284228168 18.639909172434457 1.0 1.0
14.0 43.672321701889864 21.638748942271835 1.0 1.0
15.0 41.81310626430768 19.638748970511287 1.0 1.0
16.0 41.533456689890585 22.394143600254196 1.0 1.0
17.0 39.996094602359264 20.39511655525141 1.0 1.0
18.0 38.42602787965545 18.520398489179975 1.0 1.0
19.0 36.97995651557011 21.205494415167824 1.0 1.0
20.0 35.60415692204518 18.481875939091037 1.0 1.0
21.0 34.16715956620223 18.531754236836825 1.0 1.0
22.0 33.13923952187208 18.531754236836825 1.0 1.0
23.0 32.19777042713329 19.4330698715239 1.0 1.0
24.0 31.36071139873067 18.36825303832296 1.0 1.0
25.0 30.44185677971323 19.347818225325256 1.0 1.0
26.0 29.27119725384466 18.32138653181036 1.0 1.0
27.0 28.436587725565566 15.869611008156042 1.0 1.0
28.0 27.601159296202795 15.869611008156042 1.0 1.0
29.0 26.924847856514464 14.233685232053135 1.0 1.0
30.0 26.162009871931286 12.702402804987246 1.0 1.0
31.0 25.57888578895517 11.318316074183848 1.0 1.0
32.0 25.063888722709255 10.141869674281429 1.0 1.0
33.0 24.531864419241604 9.25260840115318 1.0 1.0
34.0 23.992630608759555 8.738650007871454 1.0 1.0
35.0 23.328674168198855 8.66702057774489 1.0 1.0
36.0 23.2970127037756 9.048231176867402 1.0 1.0
37.0 23.18186563458042 9.829736983511683 1.0 1.0
38.0 23.04739342671106 10.925976885386484 1.0 1.0
39.0 23.169170852369938 9.191952045355317 1.0 1.0
40.0 23.20440392833356 7.262321963808032 1.0 1.0
41.0 23.287182971810306 5.38429737365105 1.0 1.0
42.0 23.27770281458988 3.6386805451705904 1.0 1.0
43.0 23.474036464863076 2.34293278002178 1.0 1.0
44.0 23.5909698935106 2.3955525278312146 1.0 1.0
45.0 24.077466895750685 3.7400547877667187 1.0 1.0
46.0 24.379581687967132 5.498849672194662 1.0 1.0
47.0 24.913325092399695 7.379130691563368 1.0 1.0
48.0 25.357463263987302 5.439734346914588 1.0 1.0
49.0 26.167747349629195 3.567891501549931 1.0 1.0
50.0 26.835170370509452 1.9669747758073313 1.0 1.0
51.0 27.798959635819767 1.371304977484269 1.0 1.0
52.0 28.818172421583863 2.732423488072972 1.0 1.0
53.0 29.702282849999577 3.753093372882055 1.0 1.0
54.0 30.900243017322328 5.341123468952364 1.0 1.0
55.0 32.2124273506763 7.114645676601356 1.0 1.0
56.0 33.31474079879561 6.692835816517344 1.0 1.0
57.0 34.726064652802215 6.775888107807683 1.0 1.0
58.0 35.8315690072935 6.775888107807683 1.0 1.0
59.0 37.17006672129009 5.622896104260038 1.0 1.0
60.0 38.24725066404144 5.032023603787603 1.0 1.0
61.0 39.44371484781663 5.198611593382233 1.0 1.0
62.0 40.571469892021845 3.8547366732321224 1.0 1.0
63.0 41.554487481176736 2.7910156204793024 1.0 1.0
64.0 42.47019733945444 2.9530563095813718 1.0 1.0
65.0 43.38473008776191 4.201346800891032 1.0 1.0
66.0 44.311725949921374 5.880653731955005 1.0 1.0
67.0 44.81268214382476 7.714457964689121 1.0 1.0
68.0 45.4990641137665 9.614761310753094 1.0 1.0
69.0 46.142093154540945 11.548783850975555 1.0 1.0
70.0 46.75489266389947 13.502043616073571 1.0 1.0
71.0 47.356052873629814 15.467254287175615 1.0 1.0
72.0 47.98890119222004 17.440376388081535 1.0 1.0
73.0 48.52752356515809 19.418998479111927 1.0 1.0
74.0 48.96782476885654 21.401595157967805 1.0 1.0
75.0 49.337481369888486 23.387155634650203 1.0 1.0
76.0 49.64673223215003 25.374984178382267 1.0 1.0
77.0 49.89241909239286 27.364586520299373 1.0 1.0
78.0 50.04471933387919 29.355602000312476 1.0 1.0
79.0 50.1235181591363 31.34776135826209 1.0 1.0
80.0 50.23819947901162 33.055205855267644 1.0 1.0
81.0 50.32476386310854 32.829415424775924 1.0 1.0
82.0 50.302878773248004 32.724522916780764 1.0 1.0
83.0 50.304654818153374 32.724522916780764 1.0 1.0
84.0 50.3001052068948 32.74169029126785 2.0 2.0
85.0 50.23889205162796 32.88072636253186 2.0 2.0
86.0 50.20294799679977 33.140097301095714 2.0 2.0
87.0 50.220111774798 33.517009594002936 2.0 2.0
88.0 50.237939576137514 34.00755526530653 2.0 2.0
89.0 50.284926528975944 34.60690246354433 2.0 2.0
90.0 50.2357590691221 34.60690246354433 2.0 2.0
91.0 50.2152685490847 34.60690246354433 2.0 2.0
92.0 50.13323883804347 34.60690246354433 2.0 2.0
93.0 50.05736495293385 34.60690246354433 2.0 2.0
94.0 49.96179648343435 34.60690246354433 2.0 2.0
95.0 49.93731317465744 32.831506656470566 2.0 2.0
96.0 49.8947790399005 31.057415210132913 2.0 2.0
97.0 49.9501489645019 31.168555779001995 2.0 2.0
98.0 50.01913774864207 31.267129434695217 2.0 2.0
99.0 50.1144011027812 31.338970261536286 2.0 2.0
100.0 50.134508266356534 31.38384479574649 2.0 2.0
