#####################################################################
# Alchemist log file - simulation started at: 2024-01-16T14:06+0000 #
#####################################################################
#
# random = 12.0
#
# The columns have the following meaning: 
# time angle[mean] angle[std] 
0.0 183.95405039522237 104.00087919321277
0.0 183.95405039522237 104.00087919321277
1.0 183.95405039522237 104.00087919321277
2.0 183.9682079152051 104.00541706248355
3.0 183.98061607218838 103.9924641043064
4.0 184.00624263707343 103.98742992992776
5.0 184.05599903773756 103.9733692229862
6.0 176.61307409066558 103.9909590281248
7.0 176.65064428895008 104.00042094306956
8.0 176.7058570685895 103.98951179535939
9.0 176.7618676514032 103.97932127163385
10.0 176.81060005946344 103.97243434587335
11.0 176.8624713999277 103.9712467679033
12.0 176.9151169394519 103.96384142776596
13.0 176.96902306330927 103.95214927372268
14.0 169.52631134561918 103.455273781904
15.0 169.58075868239976 103.44671819339895
16.0 169.63859405258867 103.43484019523504
17.0 169.69518828649248 103.42130124426708
18.0 169.75191467655347 103.40785426673881
19.0 169.80477911043542 103.3992485829946
20.0 169.8599412039859 103.39189308297712
21.0 169.9173503115634 103.38393500910573
22.0 169.97610752978633 103.37604954402177
23.0 170.0360795305695 103.3624693509108
24.0 170.09886361238605 103.34818466969321
25.0 170.16148089627916 103.33772289491344
26.0 170.21179533705205 103.33142451968149
27.0 170.26639934149102 103.32779591836444
28.0 170.32616397743573 103.31668659201695
29.0 170.39031584192165 103.30687310494044
30.0 170.44889004862804 103.30038081401155
31.0 170.5058556637562 103.29742827025419
32.0 170.5698325571594 103.28846035147312
33.0 170.63197381052342 103.27823348228895
34.0 170.69380118753134 103.26804135937638
35.0 170.7537526436481 103.260870897104
36.0 170.81616653777613 103.25044288796543
37.0 170.8781380525705 103.24445313639713
38.0 170.94184823946557 103.23985403453125
39.0 171.00508846534498 103.23399216266297
40.0 171.0628303099393 103.21820218420788
41.0 171.12247000230346 103.21481663813601
42.0 171.187842819783 103.20709383805692
43.0 171.25351960454876 103.19954737818097
44.0 171.31950809563702 103.19217859226968
45.0 171.3849153011104 103.18721516857349
46.0 171.4490935814298 103.17741554307118
47.0 171.50239701009139 103.1707491751665
48.0 171.56875734336253 103.16274289610443
49.0 171.6361898197134 103.15616348172537
50.0 171.69883604821996 103.1572265537164
51.0 171.76337237006365 103.1550289808668
52.0 171.83159374433194 103.14794015552252
53.0 171.9028414015335 103.14422986344859
54.0 171.965290783804 103.14566992327461
55.0 172.02553679739881 103.13075268010417
56.0 172.08982379819065 103.1295238118995
57.0 172.16094451233906 103.12423838154244
58.0 172.23073541229425 103.11957759341927
59.0 172.30278016946804 103.11472396565475
