#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T15:00+0000 #
#####################################################################
#
# random = 8.0
#
# The columns have the following meaning: 
# time deviation[mean] deviation[std]
0.0 262.31408831473686 151.0818315497367
0.0 262.31408831473686 151.0818315497367
1.0 262.31408831473686 151.0818315497367
2.0 262.1277166680555 151.15602041057906
3.0 261.9701514054459 151.20132559476164
4.0 261.754836616944 151.2893194332759
5.0 261.47045639209915 151.33775041083527
6.0 261.0098901431567 151.23500166247027
7.0 260.4645151976057 151.04853103061419
8.0 259.86254131892645 150.87843057100224
9.0 259.28630493233237 150.711156391366
10.0 258.74240865393057 150.58067080847002
11.0 258.1455342893452 150.3964326856833
12.0 257.62205307649117 150.25225434647743
13.0 257.0504596967508 150.12430982317778
14.0 256.47086000470773 149.9999946104991
15.0 255.87208329891882 149.8343845599607
16.0 255.28864220400104 149.64594465423605
17.0 254.72256529736694 149.46288932597471
18.0 254.16585692709666 149.2535539179155
19.0 253.63707917322668 149.05506660607898
20.0 253.10838122444662 148.90745860843086
21.0 252.53447483140226 148.73116077129166
22.0 251.96041837891428 148.53309837534474
23.0 251.402494491706 148.34832892564697
24.0 250.81582848906257 148.1418660633772
25.0 250.2213330110906 147.94114235392988
26.0 249.6654672349132 147.74866603463917
27.0 249.10164776561302 147.56181276610738
28.0 248.53805836564823 147.40184386946197
29.0 247.9643756296538 147.1833032482163
30.0 247.3965516298173 146.9798420014444
31.0 246.79447691955303 146.74571133004866
32.0 246.24425988549652 146.57415261773048
33.0 245.65582613291437 146.37229603751942
34.0 245.07660433913722 146.193160856391
35.0 244.4945070025664 145.99856616054146
36.0 243.91032851433022 145.81600884351516
37.0 243.3491287305769 145.6284869656742
38.0 242.778630663895 145.41136133595217
39.0 242.20494792790137 145.1958380012002
40.0 241.6258631954128 144.98730902952062
41.0 241.05929956008518 144.79575491866558
42.0 240.47739629248278 144.618919601098
43.0 239.88290081453894 144.42501641655804
44.0 239.28883311539846 144.23000418083677
45.0 238.71556445502597 144.02492177062265
46.0 238.1558967409137 143.86536966695252
47.0 237.59413185276824 143.64637560738538
48.0 237.00567704342794 143.45051654140036
