#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T14:51+0000 #
#####################################################################
#
# random = 7.0
#
# The columns have the following meaning: 
# time distance[mean] distance[std] 
0.0 405.01609841492467 136.2345118247801
0.0 405.01609841492467 136.2345118247801
1.0 405.01609841492467 136.2345118247801
2.0 404.9369549592773 136.3599104152282
3.0 404.9073129471476 136.39448358366388
4.0 404.75565540577 136.6080823552572
5.0 404.5098878138997 136.88494505856028
6.0 404.17859417330124 137.1320264130457
7.0 403.86650027774357 137.36633748877642
8.0 403.31155564132564 137.57990153306775
9.0 402.53852379908693 137.65344134326236
10.0 401.7094821830863 137.61410141029242
11.0 400.79978676598597 137.50622370882704
12.0 399.9535976703287 137.44006450684503
13.0 399.0663170278562 137.4192873553941
14.0 398.15958795941873 137.3902868574224
15.0 397.2317738169654 137.32092030535688
16.0 396.3042757767318 137.25153202684393
17.0 395.3980679289745 137.1962149845095
18.0 394.51245742871083 137.11653516497702
19.0 393.66795668384884 137.05875376017698
20.0 392.8233453466505 137.02609052181123
21.0 391.91985704400713 136.9845362185005
22.0 390.99616403073054 136.91364059977033
23.0 390.112813544364 136.83952107116335
24.0 389.1891811805706 136.76839245943577
25.0 388.2467422625461 136.70439578845773
26.0 387.38371897731923 136.62819158321645
27.0 386.4810408525199 136.5480409351434
28.0 385.5818655276982 136.52805792322178
29.0 384.66232700289896 136.42909619617683
30.0 383.76285372718013 136.35652797992634
31.0 382.8212054833605 136.25883128148828
32.0 381.94366487149233 136.20416328179468
33.0 381.0257228784594 136.14517833148327
34.0 380.1089804604779 136.07999766803005
35.0 379.19131973423697 135.99883619039065
36.0 378.2759885627008 135.96119892580253
37.0 377.3814930065807 135.91190978129126
38.0 376.48683773662646 135.8388308372146
39.0 375.5934394764249 135.73982021842534
40.0 374.6760256881774 135.63080931519946
41.0 373.8019546230012 135.56227759473256
42.0 372.88992654030267 135.51676624670432
43.0 371.9582117751558 135.437750847609
44.0 371.0271852626973 135.3577772797149
45.0 370.136513609322 135.2748602332953
46.0 369.2481130019368 135.2227635819558
47.0 368.39273534790453 135.08568155712845
48.0 367.48440051364895 135.01331926241795
49.0 366.55680351943687 134.9285744576685
50.0 365.6791346474002 134.8093888825026
51.0 364.7727089420089 134.6768392821869
52.0 363.88799047700945 134.60786940741718
53.0 363.01465666217246 134.5220225875809
54.0 362.167257724112 134.40925726940006
55.0 361.25920759482375 134.2875370412023
56.0 360.3333377411528 134.17229734202706
57.0 359.43251424625305 134.0670276504526
58.0 358.51083121678016 133.97402587000536
59.0 357.61077494225606 133.89901378484603
60.0 356.73182828800356 133.8054388522194
61.0 355.8156760090246 133.70481556965822
62.0 354.95874975863967 133.5878292660482
63.0 354.06212501835256 133.4985630844743
64.0 353.19055552614606 133.35043370158408
65.0 352.329912929971 133.23091507410626
66.0 351.49549702613126 133.17700184444786
67.0 350.62436806303305 133.05285009588505
68.0 349.78713145692296 132.96913336213595
69.0 348.8952398658971 132.87133548975845
70.0 347.98910209127774 132.7558122440581
71.0 347.1385309502346 132.65082082315004
72.0 346.2374532970861 132.52536172239772
73.0 345.3290843669535 132.41451169345171
74.0 344.48672467518253 132.28396849208852
75.0 343.6267950727021 132.19951250626073
76.0 342.76295953744153 132.1329003388907
77.0 341.8797647197918 132.03602550800287
78.0 340.99648466776995 131.924670641311
79.0 340.0940731294074 131.80571532337757
80.0 339.231960271849 131.68362936200654
81.0 338.3720851889412 131.598761721974
82.0 337.4790854096808 131.46366825076908
83.0 336.62123739649354 131.31637820326313
84.0 335.76921533019754 131.16874743367163
85.0 334.8929878354343 131.06323154832694
86.0 334.01867578103617 130.96785647782536
87.0 333.1485110264886 130.83878899053337
88.0 332.2683258916514 130.68790650503993
89.0 331.4599691109093 130.57818785662937
90.0 330.58731244155524 130.4821656558907
91.0 329.75245951705244 130.3441682960721
92.0 328.89311262767245 130.21419398475567
93.0 328.02638264599716 130.0439300390394
94.0 327.18257873248103 129.86946826447834
95.0 326.37576385609566 129.70041369332745
96.0 325.49422636941836 129.54213161186098
97.0 324.64879433593836 129.35169427812076
98.0 323.85763308881127 129.24158017672048
99.0 323.0071709872188 129.08694683073406
100.0 322.18516041062196 128.91046410389094
101.0 321.36900358754326 128.7839217190165
102.0 320.51296355077443 128.6002318065372
103.0 319.69942644277756 128.44688612373847
104.0 318.86434670496783 128.24787856215363
105.0 318.09480928329884 128.11456427933928
106.0 317.2851926189258 127.95824284432128
107.0 316.4559643282735 127.75672318761981
108.0 315.6433466493759 127.54962811514376
109.0 314.85942933418477 127.427525606018
110.0 314.0772891931816 127.24541541068182
111.0 313.2628660478652 127.03969831837688
112.0 312.45201932297516 126.81679287585409
113.0 311.64357680839987 126.60299077220962
114.0 310.8261237699012 126.40271436042312
115.0 310.0208981126255 126.2150643521738
116.0 309.2231537863685 126.03726195115615
117.0 308.42699808180424 125.86202685170566
118.0 307.6309087725082 125.67233727251782
119.0 306.79490144771376 125.46561546181084
120.0 305.9811906169157 125.26434416814101
121.0 305.1433904167192 125.06190887962978
122.0 304.330612306251 124.84105800692122
123.0 303.52296273836475 124.66121741700547
124.0 302.7390819636316 124.47781102761823
125.0 301.93235241900913 124.26901854017616
126.0 301.1279483845746 124.06981414927911
127.0 300.31976853001305 123.83669551179
128.0 299.5177161609372 123.62628943887592
129.0 298.7315280440862 123.38042951292532
