#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T14:55+0000 #
#####################################################################
#
# random = 10.0
#
# The columns have the following meaning: 
# time distance[mean] distance[std] 
0.0 405.3701727409787 138.24462597416965
0.0 405.3701727409787 138.24462597416965
1.0 405.3701727409787 138.24462597416965
2.0 405.2751648941232 138.394240798055
3.0 405.2356661275194 138.45158468567354
4.0 405.0206259305996 138.715854447985
5.0 404.74027764132416 139.02071281352084
6.0 404.377079336894 139.2887009463672
7.0 404.04730113896943 139.5310320872641
8.0 403.4608118266436 139.7765117241903
9.0 402.6158207795606 139.85317300576784
10.0 401.7580233569807 139.8387832466506
11.0 400.82245391483184 139.75315664552375
12.0 399.95021909330063 139.72313175080723
13.0 399.03681138614326 139.72998389665005
14.0 398.1030743947519 139.72595118917832
15.0 397.14835451669614 139.6825542529659
16.0 396.19401456675104 139.64588268720178
17.0 395.26065649945167 139.61538898847263
18.0 394.3482172102067 139.56787968806958
19.0 393.47708380956874 139.5407502167335
20.0 392.60596493705674 139.54198614418388
21.0 391.6740016563936 139.52678992398754
22.0 390.72145943628453 139.48186897637427
23.0 389.81013773575063 139.44142418944494
24.0 388.85779073261483 139.40046035257305
25.0 387.8855794455308 139.36790961102486
26.0 386.99485631159683 139.3181120893821
27.0 386.06310667914914 139.27085078541714
28.0 385.1334321888235 139.28103857334517
29.0 384.18311175038656 139.2190748834271
30.0 383.25328512506326 139.1793823712922
31.0 382.2812613164822 139.11296908277652
32.0 381.3729282735396 139.09122715811463
33.0 380.42363595064666 139.0650245743461
34.0 379.4749699248925 139.03823254303467
35.0 378.5259199267773 138.9892629605576
36.0 377.57801267591094 138.98765358191613
37.0 376.65095412348865 138.96413753724974
38.0 375.7239026227899 138.92257834044096
39.0 374.7974526551536 138.86347354685407
40.0 373.8490616018482 138.78863200307902
41.0 372.94243958319004 138.75080526131205
42.0 371.99648918893575 138.74308604523964
43.0 371.03030190666215 138.70149901358826
44.0 370.064514094328 138.65931283909035
45.0 369.13996571220827 138.6109034448185
46.0 368.2165207080284 138.60238161081028
47.0 367.3303492476145 138.49284943960137
48.0 366.3866076869736 138.4583360531972
49.0 365.42285192116293 138.41307841424066
50.0 364.51558831518287 138.31638895821706
51.0 363.57283717654155 138.2182294333958
52.0 362.6516009204793 138.190807123641
53.0 361.74730234135274 138.12844860727836
54.0 360.8662323481205 138.05315547391868
55.0 359.9236109899503 137.96983144035718
56.0 358.9682952318408 137.88315259292983
57.0 358.0286227974989 137.81921068394158
58.0 357.0684912917329 137.7684536323923
59.0 356.1491014364549 137.73121370560355
60.0 355.2524575467212 137.6957034910513
61.0 354.29458528114424 137.64126082763553
62.0 353.35658824760134 137.55729004090634
63.0 352.4195799566373 137.51385520709655
64.0 351.51439093812434 137.3910037951097
65.0 350.598654497876 137.32995209019833
66.0 349.68437153367154 137.30178550443225
67.0 348.7631497296304 137.18916686513992
68.0 347.889550607187 137.14272699444012
69.0 346.95071548774285 137.10913875897
70.0 346.0099399719682 137.0271784123972
71.0 345.1082710807279 136.98404774980574
72.0 344.1705638948857 136.89502154688176
73.0 343.21791351249135 136.83356391722128
74.0 342.3288515699028 136.76079011116224
75.0 341.4232547403861 136.71796161325793
76.0 340.5113420853103 136.70172248425268
77.0 339.58436630741545 136.64982607215964
78.0 338.65740400911847 136.58830282806417
79.0 337.7104383110384 136.51693567166163
80.0 336.8057123260695 136.4457666008192
81.0 335.90233829182586 136.40790805291806
82.0 334.97269447166343 136.3062618261597
83.0 334.07070651628237 136.20497819906242
84.0 333.16594362044003 136.11613294664443
85.0 332.2450778512712 136.05931030984223
86.0 331.3207051964485 136.01924973346115
87.0 330.40014631072955 135.94957534819656
88.0 329.4831565666321 135.86488053947068
89.0 328.6102869425222 135.83296314521218
90.0 327.7157628037207 135.81315525939686
91.0 326.83203734496897 135.7252408582581
92.0 325.91969067541703 135.6538346437519
93.0 324.9853600294795 135.56489873075736
94.0 324.0733988970852 135.47466180651998
95.0 323.2016670106529 135.38216935551355
96.0 322.25076405804964 135.30162262482295
97.0 321.3395063107796 135.19389173202876
