#####################################################################
# Alchemist log file - simulation started at: 2024-01-17T15:09+0000 #
#####################################################################
#
# random = 11.0
#
# The columns have the following meaning: 
# time angle[mean] angle[std] 
0.0 168.92711395566343 103.14897562593802
0.0 168.92711395566343 103.14897562593802
1.0 168.92711395566343 103.14897562593802
2.0 168.94952773440815 103.15441390834654
3.0 168.97016437080816 103.14214400396007
4.0 168.99565380130306 103.13702136410825
5.0 169.04339327267033 103.12752033638674
6.0 169.09846078145281 103.12676312307198
7.0 169.1421463021816 103.12353775920299
8.0 169.19658063096554 103.11148429529969
9.0 169.2532198156883 103.1003333793855
10.0 169.30329292573754 103.09229816776948
11.0 169.35542729053836 103.08946772371874
12.0 169.40898475180398 103.0805064331779
13.0 169.46341318421082 103.06689251575348
14.0 169.52145791419704 103.0584658869508
15.0 169.5787149536948 103.05210689593545
16.0 169.6393295763472 103.04266627071351
17.0 169.69854029913108 103.03139736502966
18.0 169.75547387625036 103.02030844610256
19.0 169.80908469079358 103.01409359219937
20.0 169.8650826478482 103.00938487376082
21.0 169.92391546763375 103.00391167426625
22.0 169.9819952859357 102.99890221864028
23.0 170.04278827951228 102.98856197964388
24.0 170.10231476653198 102.97814169011046
25.0 170.166290463355 102.97056029037294
26.0 170.21747345248582 102.96691237602198
27.0 170.27336696049784 102.96576623792369
28.0 170.33410057659336 102.95756606794777
29.0 170.39693302510557 102.95089957275437
30.0 170.45664124621 102.94735988904637
31.0 170.51502195861062 102.94701039934935
32.0 170.58017622996874 102.9411374648149
33.0 170.6434428546244 102.9340249050805
34.0 170.70632100779608 102.92692757062532
35.0 170.76742384314312 102.92303125341888
36.0 170.83100752057553 102.91583973990312
37.0 170.89417590096718 102.91319466288219
38.0 170.95899272121838 102.9118935252597
39.0 171.023485938788 102.90943187944217
40.0 171.08166622771378 102.89635450775464
41.0 171.14287812713613 102.89611736916339
42.0 171.2095201641237 102.8919508774995
43.0 171.27647244452905 102.88802256744918
44.0 171.34375367222378 102.8843317663135
45.0 171.41047475038206 102.88318092508312
46.0 171.4760478092072 102.87728233830732
47.0 171.53022182569563 102.87300856119278
48.0 171.59907590909089 102.86851248601049
49.0 171.66786698171597 102.86589622774709
50.0 171.73254477092306 102.87030635961823
51.0 171.79789112072953 102.87234814926946
52.0 171.86753139377376 102.86940756392943
53.0 171.940377783268 102.86979036457704
54.0 172.00471094900095 102.87513378393872
55.0 172.06587103471256 102.86316183636922
56.0 172.13300752736168 102.86554237319835
57.0 172.2062363729925 102.86454664169746
58.0 172.2771835898566 102.86460678542018
59.0 172.3482253426655 102.86482145401375
60.0 172.42097430406167 102.86567325226946
61.0 172.492988364321 102.8667005813729
62.0 172.56491129770973 102.8682423977535
63.0 172.6357096779121 102.86815906438773
64.0 172.70157439795483 102.88285628592023
65.0 172.76662228173336 102.8968277011283
66.0 172.8413427848336 102.90077601976654
67.0 172.9103032845686 102.90814459851505
68.0 172.97929631399737 102.90366415739224
69.0 173.05340858673958 102.9067465864394
70.0 173.12473174691198 102.91346805004537
71.0 173.1987547746863 102.91255894676381
72.0 173.27056043625853 102.9301315995915
73.0 173.33852416780076 102.94878451634598
74.0 173.40567915318877 102.96420962658969
75.0 173.4721891660533 102.98722610182959
76.0 173.53984142351487 103.00623386614038
77.0 173.61020531505358 103.02681234264564
78.0 173.68967332206023 103.03459411963556
79.0 173.76896329148954 103.04288578712534
80.0 173.83488820282085 103.05747281481251
81.0 173.90493101889095 103.08000622315632
82.0 173.98880455570438 103.08901481378113
83.0 174.0719028331085 103.09795635947243
84.0 174.13687044496115 103.09006233532554
85.0 174.21619991147531 103.09709817511515
86.0 174.2975867936087 103.1071250953573
87.0 174.3778619125466 103.11629697404315
88.0 174.46031156938727 103.1277419537651
89.0 174.53952469587418 103.14326857864368
90.0 174.62241928646333 103.1553676319105
91.0 174.68667272686136 103.14363476990032
92.0 174.7695773561153 103.1565311905981
93.0 174.84997676506748 103.17115717134124
94.0 174.93060332120857 103.18633159952458
95.0 175.007948512417 103.1963690646916
96.0 175.09140669549467 103.21095959171095
97.0 175.17726359422673 103.22609648236437
98.0 175.2608811923296 103.2448170364334
99.0 175.34452915615506 103.2637855622335
100.0 175.4216276676085 103.28144370785408
101.0 175.5056826375356 103.29619411041955
102.0 175.59180704481582 103.31390408287403
103.0 175.67562549099077 103.33011261719216
104.0 175.76124358703427 103.34766317015624
105.0 175.8456535389064 103.3639747618626
106.0 175.92824748822838 103.38624007299113
107.0 176.0114914002605 103.41139035498435
108.0 176.0918518704327 103.43079412542413
109.0 176.17718782239606 103.45619651134946
110.0 176.25693872567365 103.47727162324801
111.0 176.34641263149516 103.4991993860751
112.0 176.42428718222197 103.53144280969649
113.0 176.5049356501269 103.5443376767759
114.0 176.57286280365972 103.53993238059161
115.0 176.64031194117672 103.58566850058412
116.0 176.72612514973278 103.60494462793723
117.0 176.81079622067986 103.62653478720397
118.0 176.89912283105556 103.65445863459077
119.0 176.98196091507032 103.68475553625994
120.0 177.04090958582523 103.72961622228254
121.0 177.1238303713951 103.76947865075772
122.0 177.20485943253047 103.7919470881729
123.0 177.28724452601628 103.81828620593392
124.0 177.37032547617414 103.84731937092245
125.0 177.45280450218175 103.87598700249242
126.0 177.53769375823308 103.90535458132997
127.0 177.61656532862273 103.93127327101385
128.0 177.6984756108989 103.96287659810214
129.0 177.7726463996934 103.99094574941947
130.0 177.8511599816109 104.02112342120002
131.0 177.92533200147616 104.0566070408508
132.0 178.00215683442624 104.09273404424954
133.0 178.0529720379902 104.12814801174538
134.0 178.1281669167579 104.15288589394729
135.0 178.19150592313244 104.15735698694097
136.0 178.26776108527213 104.18629669452295
137.0 178.34763837970522 104.22059423368091
138.0 178.42089473216996 104.25022934929137
139.0 178.4895834270992 104.29340562856147
140.0 171.0568889139944 103.95087985477447
141.0 171.11403486717447 103.97897577210836
142.0 171.19079633164975 103.99372350647029
143.0 171.22580738728198 103.99543619609393
144.0 171.29951697973888 104.01084815616474
145.0 171.37073668378457 104.02658178677675
146.0 171.4356114117562 104.04596605175001
147.0 171.49508696636124 104.06510004003533
148.0 171.55927892101099 104.08496511344711
149.0 171.6188972428279 104.10763193947162
150.0 171.6692793732952 104.14679140692414
151.0 171.72636357951743 104.15872689724537
152.0 171.7888075808645 104.18082882126026
153.0 171.84813678980754 104.20574181556765
154.0 171.8710708059065 104.215637486449
155.0 171.91056525082672 104.25948015172703
156.0 164.4551072483921 103.4223217579237
157.0 164.49434967982523 103.42969184039451
158.0 164.54836716852375 103.4140289824978
159.0 164.60003071925328 103.39686676404538
160.0 164.6482426667308 103.37765104194358
161.0 164.70007503804817 103.36801716426245
162.0 164.75200192391566 103.36147287958623
163.0 164.78603342892526 103.36994550427859
164.0 164.83485340035193 103.36936285841163
165.0 164.8848518638213 103.36929182903191
166.0 164.9261640478492 103.36551241847755
167.0 164.97208409141723 103.37007567708403
168.0 165.00634674648478 103.38983321741239
169.0 165.04130671249575 103.41100245846779
170.0 165.08001282527852 103.43331829705117
171.0 165.125415453648 103.43984270080482
172.0 165.16760867283043 103.45248734700202
