#####################################################################
# Alchemist log file - simulation started at: 2024-01-16T14:06+0000 #
#####################################################################
#
# random = 14.0
#
# The columns have the following meaning: 
# time angle[mean] angle[std] 
0.0 168.8434883737804 102.28750874135368
0.0 168.8434883737804 102.28750874135368
1.0 168.8434883737804 102.28750874135368
2.0 168.86073707510468 102.29047381429922
3.0 168.8757085631706 102.27853864002738
4.0 168.89051993793927 102.27009357902323
5.0 168.93516466556332 102.25866768041607
6.0 168.98988654271542 102.25130637530894
7.0 169.03060848287515 102.24553696224548
8.0 169.08047969852376 102.22976180988103
9.0 169.13347676099139 102.21470103686302
10.0 169.17921082093366 102.20251243468249
11.0 169.2281518327848 102.19604002534552
12.0 169.27809024530262 102.18353106600792
13.0 169.32885622827027 102.16627421648505
14.0 169.3832559012101 102.15400746667517
15.0 169.43485349824644 102.14412637075007
16.0 169.48978406247048 102.13097598528337
17.0 169.54336451520555 102.11598641825371
18.0 169.59405785188736 102.0993451328013
19.0 169.64215654649016 102.08903813016805
20.0 169.69263019213128 102.08128683337975
21.0 169.7482611171806 102.07154932858342
22.0 169.8047466484853 102.06210301909901
23.0 169.86173872104584 102.04734923571179
24.0 169.91745823137168 102.03236479053545
25.0 169.9752850295235 102.02048112833987
26.0 170.02271514321404 102.01254015102717
27.0 170.0746499297037 102.00695616087663
28.0 170.13148845035258 101.99404882264797
29.0 170.19045242678146 101.98261550391446
30.0 170.24617986837742 101.97418865309017
31.0 170.30044984027785 101.96910240166869
32.0 170.3616114322647 101.95812891260941
33.0 170.42082611168323 101.94583907029353
34.0 170.4797132245643 101.93358788155285
35.0 170.53686854746783 101.92430896705446
36.0 170.59638761481156 101.91176092156006
37.0 170.6554989961319 101.90355892103432
38.0 170.7160470679289 101.89701310514441
39.0 170.77632610924402 101.8891830993659
40.0 170.83290427013648 101.87378005973135
41.0 170.8898121953049 101.86787769096496
42.0 170.95227814728176 101.85782052246567
43.0 171.01503142942832 101.84790494178905
44.0 171.078095009001 101.8381274203055
45.0 171.14060765548336 101.83069861080125
46.0 171.20274590428826 101.81815867596356
47.0 171.2559546150445 101.81158575665229
48.0 171.3202279503638 101.80068903757319
49.0 171.38559376941632 101.79124188713904
50.0 171.44618829629914 101.78912701689107
51.0 171.50832784190789 101.78433215010081
52.0 171.57444871186888 101.7741898631809
53.0 171.6433313621708 101.76739170651247
54.0 171.70444045133084 101.76542343855753
55.0 171.76518500477724 101.75036372973804
56.0 171.82924489326157 101.74641801473862
57.0 171.892339044291 101.74986277067505
58.0 171.95197700075553 101.75126461982934
59.0 172.01714083305535 101.74250500008621
60.0 172.0872884339582 101.73443091055557
61.0 172.15690047705164 101.72698980210058
62.0 172.2266913282103 101.71977066789879
63.0 172.2951438753934 101.71058931078917
64.0 172.35792624756616 101.71594318902538
65.0 172.4282951899465 101.70878933761065
66.0 172.4998950235275 101.70287413141197
67.0 172.5672605135118 101.70350041675108
68.0 172.63417033225335 101.69023658895385
69.0 172.70582714927113 101.68384656755015
70.0 172.7749202281342 101.68068150600546
71.0 172.84658015407243 101.6700989632761
72.0 172.92211168165943 101.66517761186675
73.0 172.99620630899707 101.66045165368129
74.0 173.06985453725596 101.65220017540436
75.0 173.1427939986484 101.6508126120145
76.0 173.217119589958 101.6456562629218
77.0 173.29420961664007 101.64171516319902
78.0 173.3707865877639 101.63852125626394
79.0 173.44727639538874 101.63580968758832
80.0 173.51875500501652 101.626637367899
81.0 173.59607142690894 101.62459367678099
82.0 173.67608243865382 101.62279864989459
83.0 173.75677738178672 101.62114576904916
84.0 173.8233587922283 101.60955736741218
85.0 173.9006223889221 101.60601943046923
86.0 173.97048005539787 101.61975153771819
87.0 174.03749776572263 101.63323480098396
88.0 174.1066055265114 101.64963896040523
89.0 174.18113315242854 101.65481979629308
90.0 174.26246452656662 101.65587209111273
91.0 174.3288634514794 101.64003227047854
92.0 174.41037346646365 101.64147798549246
93.0 174.49271197410903 101.64336574014148
94.0 174.57552893680352 101.6457570827449
95.0 174.65191933858327 101.64459508430991
96.0 174.73458705907464 101.64777185895063
97.0 174.81953200825367 101.65147297514777
98.0 174.90239413286008 101.6588434072213
